STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
34,027,045502,8296,+40.867115,-074.666819
34,027,045602,1520,+40.875876,-074.544448
34,027,045603,4859,+40.867858,-074.565815
34,027,045701,6003,+40.830777,-074.612448
34,027,045703,3787,+40.824528,-074.556864
34,027,045704,5511,+40.840326,-074.552984
34,027,045804,5869,+40.788130,-074.587284
34,027,045901,1649,+40.787129,-074.692618
34,027,045902,7838,+40.785188,-074.675173
34,027,046000,3232,+40.898488,-074.698225
34,027,046103,6251,+40.838999,-074.700014
34,027,046104,6607,+40.848460,-074.728530
34,027,046105,7637,+40.873545,-074.740140
34,027,046106,7616,+40.867296,-074.765168
34,027,046201,6129,+40.828687,-074.802709
34,027,046202,3787,+40.810555,-074.774862
34,027,046297,3649,+40.785971,-074.837329
34,027,046298,4968,+40.762705,-074.768291
34,027,046300,5574,+40.862831,-074.579084
34,027,046400,4981,+40.777353,-074.599294
34,029,710100,4665,+40.090938,-074.046268
34,029,711100,4551,+40.082293,-074.058943
34,029,711200,4199,+40.085999,-074.081162
34,029,711300,4136,+40.077017,-074.073153
34,029,711400,5506,+40.069097,-074.073245
34,029,712000,1264,+40.064662,-074.048727
34,029,713000,4333,+40.081867,-074.102554
34,029,713100,6817,+40.092794,-074.108030
34,029,713201,2512,+40.115018,-074.105497
34,029,713202,3904,+40.110411,-074.127462
34,029,713203,4930,+40.103700,-074.117983
34,029,713300,4250,+40.085704,-074.131872
34,029,713401,5197,+40.093428,-074.141621
34,029,713402,3642,+40.069816,-074.146678
34,029,713500,3116,+40.066432,-074.116224
34,029,713600,3762,+40.069261,-074.098827
34,029,713700,2590,+40.060019,-074.088440
34,029,713800,3549,+40.045060,-074.093252
34,029,713900,6421,+40.050519,-074.127075
34,029,714000,6228,+40.044230,-074.150615
34,029,714100,3221,+40.024851,-074.142634
34,029,714200,6409,+40.033105,-074.118478
34,029,714300,3445,+40.026051,-074.094757
34,029,714400,746,+40.014112,-074.059437
34,029,715000,8890,+40.093930,-074.173244
34,029,715200,12765,+40.098277,-074.200945
34,029,715301,9272,+40.105706,-074.209510
34,029,715302,5830,+40.096826,-074.212010
34,029,715401,6474,+40.106101,-074.234875
34,029,715402,6285,+40.095371,-074.219805
34,029,715500,11736,+40.089782,-074.240342
34,029,715600,6338,+40.077991,-074.213497
34,029,715700,8857,+40.064416,-074.227722
34,029,715800,5547,+40.061642,-074.208865
34,029,715901,2232,+40.046351,-074.203439
34,029,715902,4400,+40.043851,-074.186778
34,029,716000,4217,+40.035202,-074.168165
34,029,717001,2882,+40.137595,-074.255234
34,029,717002,4614,+40.124357,-074.256179
34,029,717101,8778,+40.146407,-074.280583
34,029,717102,4335,+40.127059,-074.301576
34,029,717200,8395,+40.144596,-074.354444
34,029,717300,5848,+40.126161,-074.398145
34,029,717400,5582,+40.085092,-074.343397
34,029,717501,7510,+40.115423,-074.275190
34,029,717502,6862,+40.094494,-074.282742
34,029,718000,8421,+40.081727,-074.498081
34,029,720001,4422,+39.935501,-074.375381
34,029,720101,5846,+39.976519,-074.336396
34,029,720102,3389,+39.954864,-074.352809
34,029,720103,4812,+39.948015,-074.333464
34,029,720202,3686,+40.013282,-074.263476
34,029,720203,4251,+40.004158,-074.272030
34,029,720204,5819,+39.998660,-074.257312
34,029,720205,2925,+40.020698,-074.290025
34,029,720206,6407,+40.039252,-074.270063
34,029,721000,2654,+40.014110,-074.322026
34,029,722001,5022,+40.046348,-074.245181
34,029,722002,8206,+40.018992,-074.230572
34,029,722100,6666,+40.024704,-074.204187
34,029,722200,2474,+40.022493,-074.166993
34,029,722300,4032,+40.000445,-074.178907
34,029,722401,5515,+40.012689,-074.127666
34,029,722402,3955,+40.004192,-074.133733
34,029,722500,1261,+39.991622,-074.066560
34,029,722600,3063,+39.981553,-074.137228
34,029,722701,4685,+39.984118,-074.164268
34,029,722702,4474,+39.976798,-074.148067
34,029,722800,4812,+39.971549,-074.192717
34,029,722900,5061,+39.979573,-074.204145
34,029,723000,5408,+39.968062,-074.226361
34,029,723100,4212,+39.957552,-074.190389
34,029,723200,6352,+39.964189,-074.163723
34,029,723300,6681,+39.958482,-074.139471
34,029,723400,3238,+39.959510,-074.119096
34,029,723500,2560,+39.947564,-074.131951
34,029,723600,2375,+39.950454,-074.168193
34,029,724000,3684,+39.940192,-074.213133
34,029,725001,2883,+39.934329,-074.200027
34,029,725002,5885,+39.925106,-074.197784
34,029,725100,2277,+39.937624,-074.187043
34,029,726000,1673,+39.943919,-074.146337
34,029,727001,1853,+39.968995,-074.072274
34,029,727002,1209,+39.953666,-074.076514
34,029,728000,5072,+39.934508,-074.077023
34,029,729000,2010,+39.926027,-074.135241
34,029,730000,2127,+39.935916,-074.168623
34,029,731001,3559,+39.915562,-074.138922
34,029,731002,3791,+39.886424,-074.151689
34,029,731101,3059,+39.927018,-074.155589
34,029,731102,6199,+39.906941,-074.166276
34,029,731103,4265,+39.896379,-074.187845
34,029,731201,4337,+39.975980,-074.269548
34,029,731202,4509,+39.964587,-074.269212
34,029,731203,1905,+39.957532,-074.273786
34,029,731204,3626,+39.950493,-074.248755
34,029,731205,3013,+39.955285,-074.233574
34,029,731206,2384,+39.973455,-074.251075
34,029,732001,5807,+39.864598,-074.201104
34,029,732002,8550,+39.846722,-074.209124
34,029,732101,6461,+39.857303,-074.162971
34,029,732103,2656,+39.840237,-074.166261
34,029,732104,4170,+39.822745,-074.182605
34,029,733000,8330,+39.787288,-074.203513
34,029,734001,7185,+39.765553,-074.277417
34,029,734002,6301,+39.763861,-074.225029
34,029,734003,7450,+39.745138,-074.243442
34,029,735001,6712,+39.743254,-074.291364
34,029,735002,8966,+39.731006,-074.280601
34,029,735101,2627,+39.691261,-074.278502
34,029,735103,4327,+39.668921,-074.233768
34,029,735104,3903,+39.704646,-074.250354
34,029,736001,2861,+39.629200,-074.326402
34,029,736002,1603,+39.645161,-074.299371
34,029,736101,5696,+39.587061,-074.374837
34,029,736102,7716,+39.586475,-074.357235
34,029,736105,3791,+39.559949,-074.377677
34,029,737000,3347,+39.600694,-074.333753
34,029,738001,2235,+39.600490,-074.212773
34,029,738002,1371,+39.557658,-074.245220
34,029,738100,1526,+39.728007,-074.125707
34,029,739000,2361,+39.654558,-074.175662
34,029,739100,1563,+39.957627,-074.394062
34,029,980000,5,+39.814904,-074.099230
34,029,980100,1,+39.539139,-074.329146
34,029,990000,0,+39.943626,-074.055655
34,031,116500,7656,+41.013157,-074.333770
34,031,124200,7591,+40.886131,-074.174193
34,031,124311,4851,+40.868844,-074.177793
34,031,124312,3917,+40.860237,-074.186895
34,031,124321,5900,+40.865445,-074.164443
34,031,124322,4344,+40.847945,-074.162835
34,031,124323,2846,+40.852815,-074.170983
34,031,124401,6828,+40.851108,-074.149429
34,031,124402,5330,+40.834207,-074.136145
34,031,124500,6789,+40.865583,-074.148025
34,031,124601,4384,+40.886478,-074.158279
34,031,124602,4985,+40.878240,-074.154267
34,031,124700,6652,+40.887853,-074.139016
34,031,124800,4478,+40.879649,-074.142410
34,031,124900,5062,+40.872522,-074.138484
34,031,125000,6405,+40.877982,-074.131116
34,031,125100,3774,+40.876270,-074.126035
34,031,133701,5341,+40.933422,-074.184549
34,031,133702,2977,+40.938055,-074.189149
34,031,143200,6738,+40.964898,-074.156793
34,031,143300,5694,+40.957431,-074.150767
34,031,143400,6359,+40.945854,-074.161030
34,031,154001,7792,+40.872555,-074.205616
34,031,154002,6640,+40.882520,-074.235584
34,031,163500,8417,+40.962105,-074.181561
34,031,175200,5419,+40.866531,-074.115434
34,031,175301,3623,+40.867130,-074.122225
34,031,175302,4597,+40.872175,-074.123077
34,031,175401,5572,+40.869458,-074.128977
34,031,175402,4908,+40.863200,-074.123167
34,031,175500,7439,+40.865824,-074.136860
34,031,175601,2551,+40.845467,-074.138353
34,031,175602,6482,+40.856204,-074.139065
34,031,175701,5251,+40.842971,-074.126775
34,031,175703,4388,+40.854046,-074.129574
34,031,175704,4167,+40.848452,-074.129866
34,031,175801,4181,+40.857175,-074.126556
34,031,175802,7410,+40.862135,-074.131317
34,031,175900,3793,+40.862202,-074.112823
34,031,180100,7540,+40.917263,-074.196728
34,031,180201,3448,+40.924975,-074.192348
34,031,180202,7241,+40.918171,-074.186251
34,031,180300,6827,+40.924124,-074.183644
34,031,180600,4319,+40.929217,-074.177075
34,031,180700,2715,+40.928976,-074.169035
34,031,180800,2505,+40.927085,-074.158647
34,031,180900,3507,+40.931779,-074.157305
34,031,181000,5239,+40.935870,-074.148372
34,031,181100,6947,+40.930426,-074.149180
34,031,181200,4177,+40.924206,-074.149386
34,031,181300,5181,+40.919463,-074.150421
34,031,181400,3270,+40.921076,-074.158520
34,031,181500,2682,+40.922449,-074.162796
34,031,181702,2927,+40.915999,-074.164076
34,031,181800,3850,+40.914372,-074.175326
34,031,181900,4854,+40.908457,-074.187292
34,031,182000,1706,+40.910284,-074.173802
34,031,182100,3557,+40.898668,-074.164915
34,031,182200,3399,+40.910552,-074.167110
34,031,182301,1649,+40.911844,-074.160422
34,031,182302,6151,+40.915104,-074.157484
34,031,182400,5660,+40.912810,-074.149831
34,031,182500,7498,+40.918846,-074.141007
34,031,182600,5422,+40.908542,-074.141130
34,031,182700,6680,+40.906691,-074.153353
34,031,182800,3691,+40.908539,-074.159785
34,031,182900,2071,+40.903934,-074.168106
34,031,183000,7452,+40.893517,-074.158636
34,031,183101,3031,+40.896182,-074.143888
34,031,183102,4455,+40.898986,-074.150501
34,031,183200,2349,+40.917843,-074.170027
34,031,196401,4165,+40.989094,-074.287638
34,031,196402,6932,+41.006940,-074.286793
34,031,203600,5865,+40.935690,-074.173196
34,031,216701,6578,+41.104093,-074.252592
34,031,216702,5650,+41.080149,-074.282207
34,031,223801,2852,+40.903971,-074.207255
34,031,223802,7547,+40.906893,-074.217963
34,031,223900,405,+40.904593,-074.229544
34,031,236601,4358,+41.028637,-074.295450
34,031,236602,6758,+41.051470,-074.280997
34,031,246001,6635,+40.963037,-074.219735
34,031,246002,3088,+40.996963,-074.263543
34,031,246003,5719,+40.977030,-074.264942
34,031,246101,6438,+40.940003,-074.215741
34,031,246102,2752,+40.953481,-074.227103
34,031,246103,6610,+40.941126,-074.237056
34,031,246104,3105,+40.923137,-074.223671
34,031,246201,6241,+40.956988,-074.265123
34,031,246202,5280,+40.940453,-074.255814
34,031,246203,3980,+40.923088,-074.254810
34,031,246300,4869,+40.914143,-074.266308
34,031,256801,4858,+41.176735,-074.380972
34,031,256802,4097,+41.146196,-074.346666
34,031,256803,4744,+41.124973,-074.373927
34,031,256804,6983,+41.081787,-074.378323
34,031,256805,5168,+41.047618,-074.423214
34,031,264101,5000,+40.898260,-074.195528
34,031,264102,6819,+40.887638,-074.198512
34,031,264200,4199,+40.924548,-074.174363
34,033,020100,1773,+39.741453,-075.410489
34,033,020200,2176,+39.732708,-075.468368
34,033,020300,2971,+39.724637,-075.469884
34,033,020400,2729,+39.734828,-075.457214
34,033,020500,2746,+39.710327,-075.465659
34,033,020600,2574,+39.699351,-075.459402
34,033,020700,4016,+39.662242,-075.321992
34,033,020800,3505,+39.651982,-075.326698
34,033,020900,3505,+39.616709,-075.191038
34,033,021000,1395,+39.591607,-075.172518
34,033,021101,4799,+39.564496,-075.147502
34,033,021102,4594,+39.519749,-075.110247
34,033,021201,3450,+39.556520,-075.330585
34,033,021202,2666,+39.531514,-075.391375
34,033,021300,1823,+39.616402,-075.404492
34,033,021400,3387,+39.662399,-075.500076
34,033,021500,1807,+39.669734,-075.508322
34,033,021600,6143,+39.639834,-075.525777
34,033,021700,2072,+39.628905,-075.504394
34,033,021900,1800,+39.570981,-075.461613
34,033,022000,1805,+39.563974,-075.462832
34,033,022100,1541,+39.569447,-075.474140
34,033,022201,1770,+39.493319,-075.424753
34,033,022202,1036,+39.553226,-075.500070
34,033,990000,0,+39.417270,-075.489804
34,035,050100,3055,+40.571726,-074.614966
34,035,050200,2832,+40.576978,-074.613425
34,035,050300,3398,+40.571007,-074.597686
34,035,050400,2813,+40.564420,-074.607056
34,035,050500,3204,+40.569392,-074.632931
34,035,050600,3677,+40.573667,-074.645385
34,035,050701,4273,+40.561911,-074.662930
34,035,050703,4950,+40.587304,-074.645762
34,035,050704,6674,+40.583350,-074.669049
34,035,050801,3841,+40.606990,-074.654931
34,035,050802,4406,+40.607212,-074.628660
34,035,050901,4865,+40.627794,-074.618338
34,035,050902,3677,+40.587094,-074.561579
34,035,050903,5270,+40.603857,-074.574561
34,035,051000,6508,+40.568665,-074.574901
34,035,051100,3695,+40.563536,-074.534378
34,035,051200,4644,+40.565827,-074.546384
34,035,051300,2063,+40.571502,-074.534651
34,035,051400,4457,+40.536212,-074.589359
34,035,051500,2882,+40.539628,-074.595048
34,035,051600,3005,+40.546582,-074.594568
34,035,051700,5152,+40.623350,-074.429686
34,035,051800,4150,+40.618683,-074.435649
34,035,051900,4122,+40.611424,-074.452512
34,035,052001,3797,+40.631559,-074.422359
34,035,052002,4715,+40.624012,-074.444850
34,035,052100,7203,+40.601118,-074.485303
34,035,052201,5445,+40.643893,-074.479995
34,035,052203,4901,+40.610052,-074.524585
34,035,052204,4965,+40.631710,-074.547120
34,035,052300,5801,+40.641328,-074.442931
34,035,052400,5328,+40.707939,-074.550906
34,035,052601,9478,+40.661625,-074.603951
34,035,052603,4104,+40.668510,-074.536825
34,035,052700,7707,+40.720650,-074.578549
34,035,052800,2582,+40.718041,-074.660022
34,035,052901,919,+40.689353,-074.630896
34,035,052903,5810,+40.653728,-074.635432
34,035,052904,2355,+40.678345,-074.673481
34,035,053000,4563,+40.553275,-074.528514
34,035,053102,3658,+40.507287,-074.482209
34,035,053103,4901,+40.496304,-074.498596
34,035,053105,6814,+40.512474,-074.504273
34,035,053200,7427,+40.496770,-074.474924
34,035,053300,4703,+40.489320,-074.472599
34,035,053402,7387,+40.428862,-074.577655
34,035,053403,4699,+40.437312,-074.551006
34,035,053404,10529,+40.462476,-074.534056
34,035,053501,3001,+40.534103,-074.550955
34,035,053602,6097,+40.541934,-074.729749
34,035,053603,4790,+40.576404,-074.699591
34,035,053604,3572,+40.599093,-074.707684
34,035,053703,3310,+40.481680,-074.720728
34,035,053704,3004,+40.494503,-074.665974
34,035,053705,6551,+40.502488,-074.659206
34,035,053706,5020,+40.514894,-074.657790
34,035,053707,3781,+40.521755,-074.684577
34,035,053801,418,+40.501136,-074.590192
34,035,053803,8185,+40.475830,-074.606541
34,035,053804,4701,+40.515562,-074.638582
34,035,053805,3751,+40.526598,-074.609264
34,035,053901,682,+40.400631,-074.639011
34,035,053904,3516,+40.434528,-074.643952
34,035,053905,6652,+40.458704,-074.640893
34,035,054100,7742,+40.669801,-074.560056
34,035,054201,7273,+40.394876,-074.667370
34,035,054202,4813,+40.430897,-074.690827
34,035,054300,9181,+40.515017,-074.523538
34,037,371000,3847,+41.307198,-074.753263
34,037,371100,3951,+41.261839,-074.601757
34,037,371200,2130,+41.209667,-074.606370
34,037,371300,3764,+41.236402,-074.529560
34,037,371400,3259,+41.229840,-074.490476
34,037,371502,5399,+41.166778,-074.468329
34,037,371503,3200,+41.199482,-074.430710
34,037,371600,3019,+41.181097,-074.508786
34,037,371700,5302,+41.192513,-074.543574
34,037,371800,7407,+41.217856,-074.647962
34,037,371900,2014,+41.222941,-074.807408
34,037,372000,3167,+41.111690,-074.802105
34,037,372100,2029,+41.083094,-074.738820
34,037,372200,2107,+41.159963,-074.782299
34,037,372300,4299,+41.158745,-074.723555
34,037,372400,2538,+41.114214,-074.680228
34,037,372500,3175,+41.142906,-074.608328
34,037,372600,5038,+41.122713,-074.545902
34,037,372700,3277,+41.148568,-074.571150
34,037,372800,1637,+41.112344,-074.578166
34,037,372900,3408,+41.118907,-074.587045
34,037,373000,2410,+41.076522,-074.597778
34,037,373100,6206,+41.056460,-074.652021
34,037,373200,3802,+41.041906,-074.578932
34,037,373300,2983,+41.013125,-074.632728
34,037,373400,6731,+41.020802,-074.655178
34,037,373500,3948,+41.016441,-074.716027
34,037,373600,2977,+41.039968,-074.729036
34,037,373700,3976,+41.055411,-074.759625
34,037,373800,4021,+41.049548,-074.750337
34,037,373900,4099,+41.072793,-074.853832
34,037,374000,3437,+41.035148,-074.808182
34,037,374100,3601,+40.967178,-074.795844
34,037,374200,2372,+40.931104,-074.734406
34,037,374300,3545,+40.951816,-074.714426
34,037,374400,2433,+40.995402,-074.671936
34,037,374500,2016,+40.954344,-074.662840
34,037,374600,3610,+40.911632,-074.705864
34,037,374700,4307,+40.945432,-074.651761
34,037,374800,4505,+40.922826,-074.672863
34,037,374900,4319,+40.936764,-074.668159
34,039,030200,3011,+40.656807,-074.194048
34,039,030400,5674,+40.651181,-074.187346
34,039,030500,5324,+40.648722,-074.194259
34,039,030600,3685,+40.646448,-074.213130
34,039,030701,1935,+40.648852,-074.221280
34,039,030702,7384,+40.655051,-074.219371
34,039,030802,3087,+40.654980,-074.213651
34,039,030900,6072,+40.652703,-074.203156
34,039,031000,4190,+40.655489,-074.198102
34,039,031100,5578,+40.658835,-074.205249
34,039,031200,5851,+40.662906,-074.202092
34,039,031300,6685,+40.673992,-074.200918
34,039,031400,5077,+40.671863,-074.208254
34,039,031500,5583,+40.680748,-074.201972
34,039,031601,3800,+40.678457,-074.211748
34,039,031602,5517,+40.686402,-074.210384
34,039,031700,5762,+40.676829,-074.216636
34,039,031801,5033,+40.669158,-074.227717
34,039,031802,3164,+40.671293,-074.222498
34,039,031903,5867,+40.662838,-074.225586
34,039,031904,2953,+40.664441,-074.221157
34,039,032001,6612,+40.661401,-074.234963
34,039,032002,3862,+40.656256,-074.229245
34,039,032100,6500,+40.669303,-074.240583
34,039,032200,5813,+40.703043,-074.223205
34,039,032300,2265,+40.702234,-074.229735
34,039,032400,7531,+40.695937,-074.235307
34,039,032500,5795,+40.688358,-074.220752
34,039,032600,5129,+40.707214,-074.253649
34,039,032700,7715,+40.707542,-074.271767
34,039,032800,5134,+40.717279,-074.278822
34,039,032901,4031,+40.710103,-074.288833
34,039,032902,5046,+40.701722,-074.296652
34,039,033000,4141,+40.693041,-074.283302
34,039,033100,5718,+40.699278,-074.265366
34,039,033200,4236,+40.691316,-074.249402
34,039,033300,3919,+40.684951,-074.266747
34,039,033400,3672,+40.682264,-074.255595
34,039,033500,7901,+40.676921,-074.249034
34,039,033600,7914,+40.675961,-074.294017
34,039,033700,4753,+40.666054,-074.255433
34,039,033800,5425,+40.665643,-074.275222
34,039,033900,3119,+40.663218,-074.266645
34,039,034000,5943,+40.658792,-074.262152
34,039,034100,3654,+40.655398,-074.249573
34,039,034200,3722,+40.653966,-074.267385
34,039,034300,3548,+40.645670,-074.269793
34,039,034400,4218,+40.649767,-074.252587
34,039,034500,4483,+40.648880,-074.238336
34,039,034600,4182,+40.642416,-074.250254
34,039,034700,3951,+40.637412,-074.256344
34,039,034800,4536,+40.640554,-074.277080
34,039,034900,6241,+40.631672,-074.271812
34,039,035000,2668,+40.627821,-074.260672
34,039,035100,3825,+40.634375,-074.249695
34,039,035200,2465,+40.645308,-074.223589
34,039,035300,5410,+40.624696,-074.244374
34,039,035400,2738,+40.621781,-074.239724
34,039,035500,6967,+40.618562,-074.276642
34,039,035600,3557,+40.606187,-074.298631
34,039,035700,5317,+40.607519,-074.287965
34,039,035800,3300,+40.599725,-074.278168
34,039,035900,3352,+40.605861,-074.279197
34,039,036000,4853,+40.606440,-074.267996
34,039,036100,1471,+40.634944,-074.289900
34,039,036200,6246,+40.622061,-074.295619
34,039,036301,4730,+40.625554,-074.315963
34,039,036302,3780,+40.611599,-074.327411
34,039,036400,7369,+40.662754,-074.338001
34,039,036500,5554,+40.658639,-074.362394
34,039,036600,3894,+40.649148,-074.350385
34,039,036700,5948,+40.643033,-074.343878
34,039,036800,7551,+40.635656,-074.331331
34,039,036900,4226,+40.651512,-074.323404
34,039,037000,5886,+40.665591,-074.299528
34,039,037100,4302,+40.662749,-074.317898
34,039,037200,3544,+40.654710,-074.300009
34,039,037300,4580,+40.643997,-074.296343
34,039,037400,4313,+40.646109,-074.312253
34,039,037500,5462,+40.711519,-074.314936
34,039,037601,4506,+40.701271,-074.333395
34,039,037602,5849,+40.691327,-074.320913
34,039,037700,4635,+40.725410,-074.358700
34,039,037800,5537,+40.719649,-074.371286
34,039,037900,5842,+40.705191,-074.371332
34,039,038000,5443,+40.712919,-074.349305
34,039,038101,4000,+40.694306,-074.397850
34,039,038102,8171,+40.704316,-074.404404
34,039,038201,6283,+40.676381,-074.417970
34,039,038202,6900,+40.676559,-074.442039
34,039,038300,6685,+40.678653,-074.358085
34,039,038400,5850,+40.652843,-074.397295
34,039,038500,5813,+40.656976,-074.381558
34,039,038601,7845,+40.628448,-074.355019
34,039,038602,4002,+40.617335,-074.379261
34,039,038700,7318,+40.641631,-074.385183
34,039,038800,4657,+40.637168,-074.405849
34,039,038900,5288,+40.629321,-074.413595
34,039,039000,3910,+40.623020,-074.412990
34,039,039100,3391,+40.625389,-074.394510
34,039,039200,5245,+40.617569,-074.411182
34,039,039300,6207,+40.614594,-074.424200
34,039,039400,5323,+40.606421,-074.439148
34,039,039500,6329,+40.601833,-074.439360
34,039,039600,4126,+40.603515,-074.424804
34,039,039700,5332,+40.606719,-074.406416
34,039,039800,4475,+40.654730,-074.182887
34,039,039900,2288,+40.665038,-074.215353
34,041,030600,3930,+40.695724,-075.184976
34,041,030700,5021,+40.691703,-075.194690
34,041,030800,3017,+40.684801,-075.172071
34,041,030900,2982,+40.682744,-075.185578
34,041,031101,5976,+40.975974,-074.992258
34,041,031102,3917,+40.986251,-074.909679
34,041,031200,7949,+40.899880,-074.998610
34,041,031301,5662,+40.867093,-074.856994
34,041,031302,4323,+40.908617,-074.843480
34,041,031401,4590,+40.859132,-074.822600
34,041,031402,5134,+40.844836,-074.832225
34,041,031500,7725,+40.818395,-074.870832
34,041,031601,4882,+40.818191,-075.040266
34,041,031602,2514,+40.810232,-074.991491
34,041,031700,2681,+40.826635,-075.074345
34,041,031800,2667,+40.755669,-075.130517
34,041,031900,6651,+40.757393,-074.985023
34,041,032000,6461,+40.759704,-074.982204
34,041,032101,3176,+40.716799,-075.043514
34,041,032102,5712,+40.682569,-075.122924
34,041,032200,8014,+40.708267,-075.163200
34,041,032300,3339,+40.658143,-075.158608
34,041,032400,2369,+40.663437,-075.160042
