County,Municipality,DLGSCode,LD,CD,Area15,Area16,Area17,Area18,Dens15,Dens16,Dens17,Dens18,Pop15,Pop16,Pop17,Pop18,PopE15,PopE16,PopE17,PopE18,PopCh15,PopCh16,PopCh17,PopCh18
Camden,Haddon Twp,416,6,1,2.69,2.69,2.69,2.69,5406,5456,5467,5416,14707,14707,14707,14707,14543,14676,14706,14568,-1.12,-0.21,-0.01,-0.95
Camden,Haddonfield,417,6,1,2.82,2.82,2.82,2.82,4048,4051,4055,4023,11593,11593,11593,11593,11414,11424,11435,11345,-1.54,-1.46,-1.36,-2.14
Camden,Hi-Nella,419,6,1,0.23,0.23,0.23,0.23,3739,3765,3770,3739,870,870,870,870,860,866,867,860,-1.15,-0.46,-0.34,-1.15
Camden,Laurel Springs,420,4,1,0.46,0.46,0.46,0.46,4096,4096,4100,4072,1908,1908,1908,1908,1884,1884,1886,1873,-1.26,-1.26,-1.15,-1.83
Camden,Lawnside,421,5,1,1.41,1.41,1.41,1.41,2070,2071,2071,2052,2945,2945,2945,2945,2919,2920,2920,2894,-0.88,-0.85,-0.85,-1.73
Camden,Lindenwold,422,4,1,3.89,3.89,3.89,3.89,4488,4491,4491,4451,17613,17613,17613,17613,17458,17470,17471,17314,-0.88,-0.81,-0.81,-1.7
Camden,Magnolia,423,5,1,0.97,0.97,0.97,0.97,4431,4432,4436,4407,4341,4341,4341,4341,4298,4299,4303,4275,-0.99,-0.97,-0.88,-1.52
Camden,Merchantville,424,6,1,0.6,0.6,0.6,0.6,6297,6277,6283,6188,3821,3821,3821,3821,3778,3766,3770,3713,-1.13,-1.44,-1.33,-2.83
Camden,Mount Ephraim,425,5,1,0.88,0.88,0.88,0.88,5272,5263,5267,5224,4676,4676,4676,4676,4639,4631,4635,4597,-0.79,-0.96,-0.88,-1.69
Camden,Oaklyn,426,6,1,0.63,0.63,0.63,0.63,6337,6338,6343,6290,4038,4038,4038,4038,3992,3993,3996,3963,-1.14,-1.11,-1.04,-1.86
Camden,Pennsauken,427,6,1,10.44,10.44,10.44,10.44,3413,3439,3442,3420,35885,35885,35885,35885,35628,35908,35934,35703,-0.72,0.06,0.14,-0.51
Camden,Pine Hill,428,8,1,3.87,3.87,3.87,3.87,2716,2719,2722,2697,10233,10233,10233,10233,10510,10524,10536,10439,2.71,2.84,2.96,2.01
Camden,Pine Valley,429,8,1,0.98,0.98,0.98,0.98,12,11,11,12,12,12,12,12,12,11,11,12,0,-8.33,-8.33,0
Camden,Runnemede,430,5,1,2.06,2.06,2.06,2.06,4068,4069,4073,4038,8468,8468,8468,8468,8381,8382,8390,8318,-1.03,-1.02,-0.92,-1.77
Camden,Somerdale,431,6,1,1.39,1.39,1.39,1.39,3928,3961,3963,3937,5151,5151,5151,5151,5460,5506,5508,5473,6,6.89,6.93,6.25
Camden,Stratford,432,6,1,1.55,1.55,1.55,1.55,4525,4517,4526,4495,7040,7040,7040,7040,7013,7001,7015,6967,-0.38,-0.55,-0.36,-1.04
Camden,Tavistock,433,6,1,0.25,0.25,0.25,0.25,20,20,20,20,5,5,5,5,5,5,5,5,0,0,0,0
Camden,Voorhees,434,6,1,11.49,11.49,11.49,11.49,2556,2558,2564,2545,29131,29131,29131,29131,29370,29396,29462,29239,0.82,0.91,1.14,0.37
Camden,Waterford,435,8,2,36.04,36.04,36.04,36.04,298,298,299,297,10649,10649,10649,10649,10753,10754,10774,10707,0.98,0.99,1.17,0.54
Camden,Winslow,436,4,1,57.34,57.34,57.34,57.34,680,686,681,675,39499,39499,39499,39499,39019,39328,39041,38699,-1.22,-0.43,-1.16,-2.03
Camden,Woodlynne,437,5,1,0.22,0.22,0.22,0.22,13382,13382,13395,13277,2978,2978,2978,2978,2944,2944,2947,2921,-1.14,-1.14,-1.04,-1.91
Cape May,Avalon,501,1,2,4.15,4.15,4.15,4.15,309,308,305,300,1334,1334,1334,1334,1283,1279,1267,1247,-3.82,-4.12,-5.02,-6.52
Cape May,Cape May,502,1,2,2.4,2.4,2.4,2.4,1464,1458,1450,1437,3607,3607,3607,3607,3514,3500,3480,3448,-2.58,-2.97,-3.52,-4.41
Cape May,Cape May Point,503,1,2,0.3,0.3,0.3,0.3,937,937,930,920,291,291,291,291,281,281,279,276,-3.44,-3.44,-4.12,-5.15
Cape May,Dennis,504,1,2,60.8,60.8,60.8,60.8,104,103,103,102,6467,6467,6467,6467,6315,6285,6253,6182,-2.35,-2.81,-3.31,-4.41
Cape May,Lower Township,505,1,2,27.74,27.74,27.74,27.74,798,793,785,775,22866,22866,22866,22866,22125,22007,21766,21490,-3.24,-3.76,-4.81,-6.02
Cape May,Middle Township,506,1,2,70.33,70.33,70.33,70.33,265,264,262,260,18911,18911,18911,18911,18615,18597,18427,18302,-1.57,-1.66,-2.56,-3.22
Cape May,North Wildwood,507,1,2,1.75,1.75,1.75,1.75,2229,2218,2196,2167,4041,4041,4041,4041,3901,3882,3843,3792,-3.46,-3.93,-4.9,-6.16
Cape May,Ocean City,508,1,2,6.33,6.33,6.33,6.33,1794,1791,1770,1744,11701,11701,11701,11701,11355,11340,11206,11041,-2.96,-3.09,-4.23,-5.64
Cape May,Sea Isle City,509,1,2,2.17,2.17,2.17,2.17,962,961,953,942,2114,2114,2114,2114,2087,2085,2068,2044,-1.28,-1.37,-2.18,-3.31
Cape May,Stone Harbor,510,1,2,1.4,1.4,1.4,1.4,597,595,587,579,866,866,866,866,836,833,822,811,-3.46,-3.81,-5.08,-6.35
Cape May,Upper Township,511,1,2,62.15,62.15,62.15,62.15,193,193,191,191,12373,12373,12373,12373,12014,11976,11893,11857,-2.9,-3.21,-3.88,-4.17
Cape May,West Cape May,512,1,2,1.17,1.17,1.17,1.17,868,868,868,858,1024,1024,1024,1024,1016,1016,1015,1004,-0.78,-0.78,-0.88,-1.95
Cape May,West Wildwood,513,1,2,0.28,0.28,0.28,0.28,2043,2029,2021,1993,603,603,603,603,572,568,566,558,-5.14,-5.8,-6.14,-7.46
Cape May,Wildwood,514,1,2,1.3,1.3,1.3,1.3,3961,3938,3900,3845,5325,5325,5325,5325,5149,5120,5070,4998,-3.31,-3.85,-4.79,-6.14
Cape May,Wildwood Crest,515,1,2,1.13,1.13,1.13,1.13,2816,2803,2776,2720,3270,3270,3270,3270,3182,3167,3137,3074,-2.69,-3.15,-4.07,-5.99
Cape May,Woodbine,516,1,2,8.02,8.02,8.02,8.02,309,311,307,304,2472,2472,2472,2472,2482,2494,2461,2436,0.4,0.89,-0.44,-1.46
Cumberland,Bridgeton,601,3,2,6.18,6.18,6.18,6.18,4050,4045,3965,3955,25349,25349,25349,25349,25031,24997,24505,24442,-1.25,-1.39,-3.33,-3.58
Cumberland,Commercial,602,1,2,32.13,32.13,32.13,32.13,158,157,156,155,5178,5178,5178,5178,5080,5054,5018,4967,-1.89,-2.39,-3.09,-4.07
Cumberland,Deerfield,603,3,2,16.76,16.76,16.76,16.76,185,184,182,181,3119,3119,3119,3119,3099,3083,3057,3039,-0.64,-1.15,-1.99,-2.56
Cumberland,Downe,604,1,2,48.61,48.61,48.61,48.61,31,31,31,31,1585,1585,1585,1585,1519,1526,1524,1501,-4.16,-3.72,-3.85,-5.3
Cumberland,Fairfield,605,1,2,41.26,41.26,41.26,41.26,154,149,148,143,6295,6295,6295,6295,6355,6163,6087,5902,0.95,-2.1,-3.3,-6.24
Cumberland,Greenwich,606,1,2,17.84,17.84,17.84,17.84,44,43,43,43,804,804,804,804,787,776,771,765,-2.11,-3.48,-4.1,-4.85
Cumberland,Hopewell,607,1,2,29.87,29.87,29.87,29.87,149,149,148,146,4571,4571,4571,4571,4457,4446,4422,4371,-2.49,-2.73,-3.26,-4.38
Cumberland,Lawrence,608,1,2,36.92,36.92,36.92,36.92,87,87,86,84,3290,3290,3290,3290,3227,3200,3186,3099,-1.91,-2.74,-3.16,-5.81
Cumberland,Maurice River,609,1,2,93.11,93.11,93.11,93.11,83,70,68,65,7976,7976,7976,7976,7737,6562,6325,6030,-3,-17.73,-20.7,-24.4
Cumberland,Millville,610,1,2,42,42,42,42,672,668,665,658,28400,28400,28400,28400,28230,28059,27918,27633,-0.6,-1.2,-1.7,-2.7
Cumberland,Shiloh,611,1,2,1.21,1.21,1.21,1.21,417,413,411,407,516,516,516,516,505,500,497,492,-2.13,-3.1,-3.68,-4.65
Cumberland,Stow Creek,612,1,2,18.3,18.3,18.3,18.3,78,77,77,76,1431,1431,1431,1431,1423,1417,1405,1385,-0.56,-0.98,-1.82,-3.21
Cumberland,Upper Deerfield,613,3,2,31.1,31.1,31.1,31.1,244,241,239,237,7660,7660,7660,7660,7586,7489,7431,7380,-0.97,-2.23,-2.99,-3.66
Cumberland,Vineland,614,1,2,68.42,68.42,68.42,68.42,889,885,883,876,60724,60724,60724,60724,60818,60525,60392,59966,0.15,-0.33,-0.55,-1.25
Essex,Belleville,701,29,8,3.34,3.34,3.34,3.34,10884,10839,10928,10959,35926,35926,35926,35926,36354,36203,36498,36602,1.19,0.77,1.59,1.88
Essex,Bloomfield,702,28,10,5.3,5.3,5.3,5.3,9109,9158,9617,9466,47315,47315,47315,47315,48276,48539,50970,50172,2.03,2.59,7.72,6.04
Essex,Caldwell,703,27,11,1.17,1.17,1.17,1.17,6793,6853,6910,6812,7822,7822,7822,7822,7948,8018,8085,7970,1.61,2.51,3.36,1.89
Essex,Cedar Grove,704,40,11,4.25,4.25,4.25,4.25,2971,2963,2989,2953,12411,12411,12411,12411,12625,12592,12703,12549,1.72,1.46,2.35,1.11
Essex,East Orange,705,34,10,3.92,3.92,3.92,3.92,16569,16528,16678,16443,64270,64270,64270,64270,64949,64789,65378,64457,1.06,0.81,1.72,0.29
Essex,Essex Fells,706,27,11,1.41,1.41,1.41,1.41,1531,1507,1516,1479,2113,2113,2113,2113,2159,2125,2137,2085,2.18,0.57,1.14,-1.33
Essex,Fairfield,707,26,11,10.3,10.3,10.3,10.3,736,733,739,728,7466,7466,7466,7466,7578,7552,7614,7500,1.5,1.15,1.98,0.46
Essex,Glen Ridge,708,28,10,1.28,1.28,1.28,1.28,5984,5970,6019,5936,7527,7527,7527,7527,7660,7642,7704,7598,1.77,1.53,2.35,0.94
Essex,Irvington,709,28,10,2.93,2.93,2.93,2.93,18628,18575,18725,18510,53926,53926,53926,53926,54580,54425,54865,54233,1.21,0.93,1.74,0.57
Essex,Livingston,710,27,11,13.77,13.77,13.77,13.77,2168,2164,2189,2183,29366,29366,29366,29366,29849,29801,30142,30054,1.64,1.48,2.64,2.34
Essex,Maplewood,711,27,10,3.88,3.88,3.88,3.88,6366,6349,6404,6503,23867,23867,23867,23867,24700,24634,24847,25232,3.49,3.21,4.11,5.72
Essex,Millburn,712,27,7,9.32,9.32,9.32,9.32,2185,2179,2198,2164,20149,20149,20149,20149,20363,20308,20488,20171,1.06,0.79,1.68,0.11
Essex,Montclair,713,34,10,6.31,6.31,6.31,6.31,6054,6133,6217,6129,37669,37669,37669,37669,38202,38700,39227,38676,1.41,2.74,4.14,2.67
Essex,Newark,714,28,8,24.19,24.19,24.19,24.19,11655,11648,11788,11661,277140,277140,277140,277140,281944,281764,285154,282090,1.73,1.67,2.89,1.79
Essex,North Caldwell,715,26,11,3.01,3.01,3.01,3.01,2213,2216,2236,2199,6183,6183,6183,6183,6661,6669,6730,6618,7.73,7.86,8.85,7.04
Essex,Nutley,716,28,11,3.38,3.38,3.38,3.38,8505,8482,8559,8432,28370,28370,28370,28370,28748,28670,28928,28500,1.33,1.06,1.97,0.46
Essex,Orange,717,34,10,2.2,2.2,2.2,2.2,13892,13901,14006,13935,30134,30134,30134,30134,30563,30583,30813,30658,1.42,1.49,2.25,1.74
Essex,Roseland,718,27,11,3.54,3.54,3.54,3.54,1660,1662,1677,1653,5819,5819,5819,5819,5876,5885,5937,5851,0.98,1.13,2.03,0.55
Essex,South Orange,719,27,10,2.86,2.86,2.86,2.86,5727,5706,5944,5854,16198,16198,16198,16198,16380,16319,17001,16743,1.12,0.75,4.96,3.36
Essex,Verona,720,26,11,2.76,2.76,2.76,2.76,4916,4898,4930,4862,13332,13332,13332,13332,13569,13519,13608,13420,1.78,1.4,2.07,0.66
Essex,West Caldwell,721,26,11,5.05,5.05,5.05,5.05,2190,2164,2182,2152,10759,10759,10759,10759,11060,10928,11021,10868,2.8,1.57,2.44,1.01
Essex,West Orange,722,27,10,12.05,12.05,12.05,12.05,3933,3921,4020,3960,46207,46207,46207,46207,47390,47249,48435,47720,2.56,2.26,4.82,3.27
Gloucester,Clayton,801,3,2,7.14,7.14,7.14,7.14,1189,1206,1215,1217,8179,8179,8179,8179,8493,8614,8676,8686,3.84,5.32,6.08,6.2
Gloucester,Deptford,802,5,1,17.36,17.36,17.36,17.36,1761,1763,1762,1753,30561,30561,30561,30561,30569,30613,30582,30430,0.03,0.17,0.07,-0.43
Gloucester,East Greenwich,803,3,1,14.44,14.44,14.44,14.44,719,720,729,733,9555,9555,9555,9555,10380,10396,10520,10583,8.63,8.8,10.1,10.76
Gloucester,Elk,804,3,2,19.49,19.49,19.49,19.49,213,212,214,214,4216,4216,4216,4216,4156,4130,4175,4173,-1.42,-2.04,-0.97,-1.02
Gloucester,Franklin Twp,805,3,2,55.91,55.91,55.91,55.91,298,296,295,293,16820,16820,16820,16820,16669,16568,16499,16390,-0.9,-1.5,-1.91,-2.56
Gloucester,Glassboro,806,3,1,9.18,9.18,9.18,9.18,2093,2161,2180,2178,18579,18579,18579,18579,19216,19835,20011,19992,3.43,6.76,7.71,7.61
Gloucester,Greenwich,807,3,1,8.97,8.97,8.97,8.97,541,541,540,536,4899,4899,4899,4899,4857,4851,4846,4812,-0.86,-0.98,-1.08,-1.78
Gloucester,Harrison Twp,808,5,2,19.14,19.14,19.14,19.14,678,678,680,684,12417,12417,12417,12417,12984,12982,13015,13100,4.57,4.55,4.82,5.5
Gloucester,Logan,809,3,1,21.93,21.93,21.93,21.93,273,272,271,269,6042,6042,6042,6042,5983,5968,5944,5900,-0.98,-1.22,-1.62,-2.35
Gloucester,Mantua,810,5,2,15.85,15.85,15.85,15.85,950,953,948,940,15217,15217,15217,15217,15054,15099,15026,14899,-1.07,-0.78,-1.26,-2.09
Gloucester,Monroe,811,4,1,46.39,46.39,46.39,46.39,795,796,796,797,36129,36129,36129,36129,36862,36908,36920,36962,2.03,2.16,2.19,2.31
Gloucester,National Park,812,3,1,1,1,1,1,2999,2998,2985,2958,3036,3036,3036,3036,2999,2998,2985,2958,-1.22,-1.25,-1.68,-2.57
Gloucester,Newfield,813,3,2,1.7,1.7,1.7,1.7,902,922,918,911,1553,1553,1553,1553,1534,1567,1561,1549,-1.22,0.9,0.52,-0.26
Gloucester,Paulsboro,814,3,1,1.9,1.9,1.9,1.9,3152,3136,3116,3096,6097,6097,6097,6097,5989,5958,5920,5882,-1.77,-2.28,-2.9,-3.53
Gloucester,Pitman,815,4,2,2.27,2.27,2.27,2.27,3920,3909,3897,3868,9011,9011,9011,9011,8898,8874,8846,8780,-1.25,-1.52,-1.83,-2.56
Gloucester,South Harrison,816,3,2,15.68,15.68,15.68,15.68,200,203,202,201,3162,3162,3162,3162,3138,3186,3170,3146,-0.76,0.76,0.25,-0.51
Gloucester,Swedesboro,817,3,2,0.72,0.72,0.72,0.72,3629,3614,3603,3582,2584,2584,2584,2584,2613,2602,2594,2579,1.12,0.7,0.39,-0.19
Gloucester,Washington Twp,818,4,1,21.38,21.38,21.38,21.38,2239,2247,2238,2222,48559,48559,48559,48559,47862,48035,47848,47517,-1.44,-1.08,-1.46,-2.15
Gloucester,Wenonah,819,5,1,0.97,0.97,0.97,0.97,2324,2318,2308,2291,2278,2278,2278,2278,2254,2248,2239,2222,-1.05,-1.32,-1.71,-2.46
Gloucester,West Deptford,820,3,1,15.41,15.41,15.41,15.41,1390,1386,1379,1367,21677,21677,21677,21677,21420,21352,21248,21073,-1.19,-1.5,-1.98,-2.79
Gloucester,Westville,821,5,1,1.02,1.02,1.02,1.02,4141,4128,4112,4081,4288,4288,4288,4288,4224,4211,4194,4163,-1.49,-1.8,-2.19,-2.92
Gloucester,Woodbury,822,5,1,2.01,2.01,2.01,2.01,4985,4956,4935,4901,10174,10174,10174,10174,10020,9962,9919,9852,-1.51,-2.08,-2.51,-3.16
Gloucester,Woodbury Heights,823,3,1,1.22,1.22,1.22,1.22,2467,2466,2456,2438,3055,3055,3055,3055,3010,3008,2996,2974,-1.47,-1.54,-1.93,-2.65
Gloucester,Woolwich,824,3,2,20.91,20.91,20.91,20.91,588,591,596,611,10200,10200,10200,10200,12295,12365,12472,12786,20.54,21.23,22.27,25.35
Hudson,Bayonne,901,31,8,5.8,5.8,5.8,5.8,11433,11420,11584,11221,63024,63024,63024,63024,66311,66238,67186,65083,5.22,5.1,6.6,3.27
Hudson,East Newark,902,32,8,0.1,0.1,0.1,0.1,26650,27540,27350,26470,2406,2406,2406,2406,2665,2754,2735,2647,10.76,14.46,13.67,10.02
Hudson,Guttenberg,903,32,8,0.2,0.2,0.2,0.2,58325,58090,58475,56630,11176,11176,11176,11176,11665,11618,11695,11326,4.38,3.95,4.64,1.34
Hudson,Harrison,904,32,8,1.2,1.2,1.2,1.2,12895,13526,14703,14863,13620,13620,13620,13620,15474,16231,17643,17836,13.61,19.17,29.54,30.95
Hudson,Hoboken,905,33,8,1.28,1.28,1.28,1.28,41902,42484,43071,41762,50005,50005,50005,50005,53635,54379,55131,53455,7.26,8.75,10.25,6.9
Hudson,Jersey City,906,31,8,14.79,14.79,14.79,14.79,17870,17860,18306,17955,247597,247597,247597,247597,264290,264152,270753,265549,6.74,6.69,9.35,7.25
Hudson,Kearny,907,32,8,8.77,8.77,8.77,8.77,4805,4803,4865,4723,40684,40684,40684,40684,42137,42126,42670,41422,3.57,3.54,4.88,1.81
Hudson,North Bergen,908,32,8,5.13,5.13,5.13,5.13,12279,12258,12409,12013,60773,60773,60773,60773,62993,62886,63659,61627,3.65,3.48,4.75,1.41
Hudson,Secaucus,909,32,9,5.82,5.82,5.82,5.82,3282,3406,3473,3564,16264,16264,16264,16264,19104,19822,20215,20742,17.46,21.88,24.29,27.53
Hudson,Union City,910,33,8,1.28,1.28,1.28,1.28,54028,54138,54990,53531,66455,66455,66455,66455,69156,69296,70387,68520,4.06,4.28,5.92,3.11
Hudson,Weehawken,911,33,8,0.8,0.8,0.8,0.8,17550,18923,19178,18580,12554,12554,12554,12554,14040,15138,15342,14864,11.84,20.58,22.21,18.4
Hudson,West New York,912,32,8,1.01,1.01,1.01,1.01,52838,52815,53690,52465,49708,49708,49708,49708,53366,53343,54227,52990,7.36,7.31,9.09,6.6
Hunterdon,Alexandria,1001,23,7,27.42,27.42,27.42,27.42,177,174,175,174,4938,4938,4938,4938,4854,4784,4805,4758,-1.7,-3.12,-2.69,-3.65
Hunterdon,Bethlehem,1002,23,7,20.71,20.71,20.71,20.71,188,187,188,186,3979,3979,3979,3979,3889,3882,3888,3855,-2.26,-2.44,-2.29,-3.12
Hunterdon,Bloomsbury,1003,23,7,0.88,0.88,0.88,0.88,964,960,961,955,870,870,870,870,848,845,846,840,-2.53,-2.87,-2.76,-3.45
Hunterdon,Califon,1004,23,7,0.95,0.95,0.95,0.95,1137,1116,1124,1113,1076,1076,1076,1076,1080,1060,1068,1057,0.37,-1.49,-0.74,-1.77
Hunterdon,Clinton,1005,23,7,1.34,1.34,1.34,1.34,1983,2013,2016,2002,2719,2719,2719,2719,2657,2697,2701,2683,-2.28,-0.81,-0.66,-1.32
Hunterdon,Clinton Twp,1006,23,7,29.88,29.88,29.88,29.88,436,430,432,431,13478,13478,13478,13478,13022,12854,12907,12877,-3.38,-4.63,-4.24,-4.46
Hunterdon,Delaware,1007,16,7,36.64,36.64,36.64,36.64,123,122,122,121,4563,4563,4563,4563,4491,4460,4474,4435,-1.58,-2.26,-1.95,-2.81
Hunterdon,East Amwell,1008,15,7,28.46,28.46,28.46,28.46,138,137,138,136,4013,4013,4013,4013,3925,3909,3925,3878,-2.19,-2.59,-2.19,-3.36
Hunterdon,Flemington,1009,16,7,1.08,1.08,1.08,1.08,4297,4279,4279,4249,4581,4581,4581,4581,4641,4621,4621,4589,1.31,0.87,0.87,0.17
Hunterdon,Franklin Twp,1010,23,7,22.8,22.8,22.8,22.8,142,141,142,154,3195,3195,3195,3195,3229,3218,3232,3515,1.06,0.72,1.16,10.02
Hunterdon,Frenchtown,1011,23,7,1.26,1.26,1.26,1.26,1100,1107,1084,1074,1373,1373,1373,1373,1386,1395,1366,1353,0.95,1.6,-0.51,-1.46
Hunterdon,Glen Gardner,1012,23,7,1.52,1.52,1.52,1.52,1094,1260,1266,1258,1704,1704,1704,1704,1663,1915,1924,1912,-2.41,12.38,12.91,12.21
Hunterdon,Hampton Boro,1013,23,7,1.53,1.53,1.53,1.53,890,869,870,866,1401,1401,1401,1401,1361,1330,1331,1325,-2.86,-5.07,-5,-5.42
Hunterdon,High Bridge,1014,23,7,2.39,2.39,2.39,2.39,1488,1482,1482,1444,3648,3648,3648,3648,3556,3541,3542,3450,-2.52,-2.93,-2.91,-5.43
Hunterdon,Holland,1015,23,7,23.51,23.51,23.51,23.51,220,219,219,217,5291,5291,5291,5291,5162,5141,5151,5106,-2.44,-2.84,-2.65,-3.5
Hunterdon,Kingwood,1016,23,7,35.16,35.16,35.16,35.16,108,107,107,106,3845,3845,3845,3845,3784,3746,3752,3738,-1.59,-2.57,-2.42,-2.78
Hunterdon,Lambertville,1017,15,7,1.15,1.15,1.15,1.15,3333,3315,3325,3302,3906,3906,3906,3906,3833,3812,3824,3797,-1.87,-2.41,-2.1,-2.79
Hunterdon,Lebanon,1018,23,7,0.89,0.89,0.89,0.89,1878,1869,1875,1857,1358,1358,1358,1358,1671,1663,1669,1653,23.05,22.46,22.9,21.72
Hunterdon,Lebanon Twp,1019,23,7,31.46,31.46,31.46,31.46,203,194,194,194,6588,6588,6588,6588,6393,6091,6101,6089,-2.96,-7.54,-7.39,-7.57
Hunterdon,Milford,1020,23,7,1.15,1.15,1.15,1.15,1047,1034,1034,1026,1233,1233,1233,1233,1204,1189,1189,1180,-2.35,-3.57,-3.57,-4.3
Hunterdon,Raritan Twp,1021,16,7,37.53,37.53,37.53,37.53,587,585,589,592,22185,22185,22185,22185,22041,21959,22106,22219,-0.65,-1.02,-0.36,0.15
Hunterdon,Readington,1022,16,7,47.74,47.74,47.74,47.74,334,333,334,332,16126,16126,16126,16126,15931,15875,15963,15840,-1.21,-1.56,-1.01,-1.77
Hunterdon,Stockton,1023,16,7,0.54,0.54,0.54,0.54,970,961,963,950,538,538,538,538,524,519,520,513,-2.6,-3.53,-3.35,-4.65
Hunterdon,Tewksbury,1024,23,7,31.53,31.53,31.53,31.53,187,185,185,184,5993,5993,5993,5993,5884,5833,5844,5788,-1.82,-2.67,-2.49,-3.42
Hunterdon,Union Twp,1025,23,7,18.74,18.74,18.74,18.74,303,297,296,295,5908,5908,5908,5908,5679,5572,5543,5525,-3.88,-5.69,-6.18,-6.48
Hunterdon,West Amwell,1026,15,7,21.58,21.58,21.58,21.58,129,128,128,127,3840,3840,3840,3840,2780,2765,2767,2739,-27.6,-27.99,-27.94,-28.67
Mercer,East Windsor,1101,14,12,15.65,15.65,15.65,15.65,1764,1753,1772,1753,27190,27190,27190,27190,27603,27430,27725,27442,1.52,0.88,1.97,0.93
Mercer,Ewing,1102,15,12,15.25,15.25,15.25,15.25,2393,2359,2397,2388,35790,35790,35790,35790,36486,35982,36549,36421,1.94,0.54,2.12,1.76
Mercer,Hamilton,1103,14,4,39.49,39.49,39.49,39.49,2254,2239,2256,2217,88464,88464,88464,88464,89030,88400,89078,87552,0.64,-0.07,0.69,-1.03
Mercer,Hightstown,1104,14,12,1.21,1.21,1.21,1.21,4560,4548,4450,4393,5494,5494,5494,5494,5517,5503,5384,5315,0.42,0.16,-2,-3.26
Mercer,Hopewell,1105,15,12,0.7,0.7,0.7,0.7,2756,2751,2783,2737,1922,1922,1922,1922,1929,1926,1948,1916,0.36,0.21,1.35,-0.31
Mercer,Hopewell Twp,1106,15,12,58.03,58.03,58.03,58.03,321,319,315,310,17304,17304,17304,17304,18606,18523,18265,17978,7.52,7.04,5.55,3.9
Mercer,Lawrence,1107,15,12,21.81,21.81,21.81,21.81,1524,1508,1520,1498,33472,33472,33472,33472,33242,32897,33161,32668,-0.69,-1.72,-0.93,-2.4
Mercer,Pennington,1108,15,12,0.96,0.96,0.96,0.96,2706,2675,2697,2636,2585,2585,2585,2585,2598,2568,2589,2531,0.5,-0.66,0.15,-2.09
Mercer,Princeton (as of 1/1/2013),1114,16,12,17.93,17.93,17.93,17.93,1651,1743,1775,1750,28572,28572,28572,28572,29603,31249,31822,31386,3.61,9.37,11.37,9.85
Mercer,Princeton (prior to 2013),1109,15,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mercer,Princeton Twp (prior to 2013),1110,16,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mercer,Robbinsville,1112,14,4,20.32,20.32,20.32,20.32,698,703,726,718,13642,13642,13642,13642,14176,14282,14757,14583,3.91,4.69,8.17,6.9
Mercer,Trenton,1111,15,12,7.65,7.65,7.65,7.65,11010,10988,11106,10977,84913,84913,84913,84913,84225,84056,84964,83974,-0.81,-1.01,0.06,-1.11
Mercer,West Windsor,1113,15,12,25.56,25.56,25.56,25.56,1110,1104,1115,1097,27165,27165,27165,27165,28383,28207,28491,28045,4.48,3.84,4.88,3.24
Middlesex,Carteret,1201,19,6,4.42,4.42,4.42,4.42,5468,5428,5449,5351,22844,22844,22844,22844,24170,23992,24084,23652,5.8,5.03,5.43,3.54
Middlesex,Cranbury,1202,14,12,13.25,13.25,13.25,13.25,299,297,298,303,3857,3857,3857,3857,3958,3937,3944,4012,2.62,2.07,2.26,4.02
Middlesex,Dunellen,1203,22,12,1.05,1.05,1.05,1.05,7077,7023,7054,6926,7227,7227,7227,7227,7431,7374,7407,7272,2.82,2.03,2.49,0.62
Middlesex,East Brunswick,1204,18,12,21.7,21.7,21.7,21.7,2257,2241,2251,2212,47512,47512,47512,47512,48976,48630,48840,48010,3.08,2.35,2.8,1.05
Middlesex,Edison,1205,18,6,29.94,29.94,29.94,29.94,3430,3407,3422,3363,99967,99967,99967,99967,102701,101996,102450,100693,2.73,2.03,2.48,0.73
Middlesex,Helmetta,1206,18,12,0.85,0.85,0.85,0.85,2625,2604,2615,2567,2178,2178,2178,2178,2231,2213,2223,2182,2.43,1.61,2.07,0.18
Middlesex,Highland Park,1207,18,6,1.81,1.81,1.81,1.81,7927,7843,7825,7662,13982,13982,13982,13982,14347,14195,14164,13869,2.61,1.52,1.3,-0.81
Middlesex,Jamesburg,1208,14,12,0.88,0.88,0.88,0.88,6851,6864,6895,6763,5915,5915,5915,5915,6029,6040,6068,5951,1.93,2.11,2.59,0.61
Middlesex,Metuchen,1210,18,6,2.76,2.76,2.76,2.76,5031,5026,5199,5211,13574,13574,13574,13574,13886,13871,14349,14382,2.3,2.19,5.71,5.95
Middlesex,Middlesex Borough,1211,22,12,3.52,3.52,3.52,3.52,3959,3924,3939,3895,13635,13635,13635,13635,13934,13812,13867,13712,2.19,1.3,1.7,0.56
Middlesex,Milltown,1212,17,12,1.55,1.55,1.55,1.55,4548,4601,4621,4538,6893,6893,6893,6893,7049,7132,7162,7034,2.26,3.47,3.9,2.05
Middlesex,Monroe,1213,14,12,41.97,41.97,41.97,41.97,1052,1063,1080,1068,39132,39132,39132,39132,44141,44604,45332,44818,12.8,13.98,15.84,14.53
