County,Municipality,DLGSCode,LD,CD,Area15,Area16,Area17,Area18,Dens15,Dens16,Dens17,Dens18,Pop15,Pop16,Pop17,Pop18,PopE15,PopE16,PopE17,PopE18,PopCh15,PopCh16,PopCh17,PopCh18
Salem,Mannington,1705,3,2,33.7,33.7,33.7,33.7,52,52,51,51,1806,1806,1806,1806,1750,1750,1731,1730,-3.1,-3.1,-4.15,-4.21
Salem,Oldmans,1706,3,2,19.45,19.45,19.45,19.45,94,93,92,92,1773,1773,1773,1773,1829,1810,1792,1795,3.16,2.09,1.07,1.24
Salem,Penns Grove,1707,3,2,0.91,0.91,0.91,0.91,5434,5367,5309,5257,5147,5147,5147,5147,4945,4884,4831,4784,-3.92,-5.11,-6.14,-7.05
Salem,Pennsville,1708,3,2,21.28,21.28,21.28,21.28,603,596,587,585,13409,13409,13409,13409,12827,12677,12499,12456,-4.34,-5.46,-6.79,-7.11
Salem,Pilesgrove,1709,3,2,34.84,34.84,34.84,34.84,117,116,115,115,4016,4016,4016,4016,4063,4025,3993,3990,1.17,0.22,-0.57,-0.65
Salem,Pittsgrove,1710,3,2,45.08,45.08,45.08,45.08,201,199,197,196,9393,9393,9393,9393,9081,8952,8864,8832,-3.32,-4.69,-5.63,-5.97
Salem,Quinton,1711,3,2,24.09,24.09,24.09,24.09,107,101,103,102,2666,2666,2666,2666,2569,2443,2489,2461,-3.64,-8.36,-6.64,-7.69
Salem,Salem,1712,3,2,2.34,2.34,2.34,2.34,2091,2062,2040,2029,5146,5146,5146,5146,4894,4824,4774,4747,-4.9,-6.26,-7.23,-7.75
Salem,Upper Pittsgrove,1714,3,2,40.33,40.33,40.33,40.33,85,84,83,83,3505,3505,3505,3505,3423,3390,3360,3361,-2.34,-3.28,-4.14,-4.11
Salem,Woodstown,1715,3,2,1.58,1.58,1.58,1.58,2230,2205,2186,2182,3505,3505,3505,3505,3524,3484,3454,3447,0.54,-0.6,-1.46,-1.65
Somerset,Bedminster,1801,23,7,26.08,26.08,26.08,26.08,316,315,315,309,8165,8165,8165,8165,8241,8217,8210,8067,0.93,0.64,0.55,-1.2
Somerset,Bernards Twp,1802,21,7,23.93,23.93,23.93,23.93,1129,1127,1131,1137,26652,26652,26652,26652,27010,26978,27061,27205,1.34,1.22,1.53,2.07
Somerset,Bernardsville,1803,25,7,12.91,12.91,12.91,12.91,604,605,605,595,7707,7707,7707,7707,7801,7805,7815,7686,1.22,1.27,1.4,-0.27
Somerset,Bound Brook,1804,23,12,1.66,1.66,1.66,1.66,6323,6298,6306,6198,10402,10402,10402,10402,10497,10455,10468,10289,0.91,0.51,0.63,-1.09
Somerset,Branchburg,1805,16,7,20.04,20.04,20.04,20.04,732,733,734,727,14459,14459,14459,14459,14675,14688,14712,14567,1.49,1.58,1.75,0.75
Somerset,Bridgewater,1806,23,7,32.04,32.04,32.04,32.04,1411,1404,1417,1393,44464,44464,44464,44464,45198,44999,45414,44646,1.65,1.2,2.14,0.41
Somerset,Far Hills,1807,21,7,4.8,4.8,4.8,4.8,194,193,193,190,919,919,919,919,930,927,927,911,1.2,0.87,0.87,-0.87
Somerset,Franklin Twp,1808,17,12,46.15,46.15,46.15,46.15,1434,1437,1446,1427,62300,62300,62300,62300,66158,66311,66734,65834,6.19,6.44,7.12,5.67
Somerset,Green Brook,1809,22,7,4.47,4.47,4.47,4.47,1626,1614,1613,1586,7203,7203,7203,7203,7268,7213,7212,7090,0.9,0.14,0.12,-1.57
Somerset,Hillsborough,1810,16,7,54.54,54.54,54.54,54.54,730,730,733,728,38303,38303,38303,38303,39821,39832,40003,39702,3.96,3.99,4.44,3.65
Somerset,Manville,1811,16,12,2.36,2.36,2.36,2.36,4419,4419,4413,4336,10344,10344,10344,10344,10429,10430,10414,10234,0.82,0.83,0.68,-1.06
Somerset,Millstone,1812,16,7,0.74,0.74,0.74,0.74,566,568,568,557,418,418,418,418,419,420,420,412,0.24,0.48,0.48,-1.44
Somerset,Montgomery,1813,16,7,32.31,32.31,32.31,32.31,713,723,730,720,22254,22254,22254,22254,23049,23352,23584,23269,3.57,4.93,5.98,4.56
Somerset,North Plainfield,1814,22,7,2.79,2.79,2.79,2.79,7935,7911,7907,7719,21936,21936,21936,21936,22140,22073,22060,21535,0.93,0.62,0.57,-1.83
Somerset,Peapack Gladstone,1815,23,7,5.81,5.81,5.81,5.81,448,447,449,446,2582,2582,2582,2582,2602,2599,2610,2591,0.77,0.66,1.08,0.35
Somerset,Raritan,1816,23,7,1.99,1.99,1.99,1.99,4036,4024,4026,3957,6881,6881,6881,6881,8031,8007,8011,7875,16.71,16.36,16.42,14.45
Somerset,Rocky Hill,1817,16,7,0.62,0.62,0.62,0.62,1113,1110,1110,1092,682,682,682,682,690,688,688,677,1.17,0.88,0.88,-0.73
Somerset,Somerville,1818,16,7,2.33,2.33,2.33,2.33,5237,5221,5330,5237,12098,12098,12098,12098,12202,12165,12418,12202,0.86,0.55,2.65,0.86
Somerset,South Bound Brook,1819,23,12,0.66,0.66,0.66,0.66,7003,6986,7056,6927,4563,4563,4563,4563,4622,4611,4657,4572,1.29,1.05,2.06,0.2
Somerset,Warren,1820,21,7,19.57,19.57,19.57,19.57,815,819,819,805,15311,15311,15311,15311,15955,16032,16029,15745,4.21,4.71,4.69,2.83
Somerset,Watchung,1821,21,7,6.03,6.03,6.03,6.03,981,987,993,1004,5801,5801,5801,5801,5916,5949,5985,6055,1.98,2.55,3.17,4.38
Sussex,Andover,1901,24,5,1.45,1.45,1.45,1.45,401,394,391,388,606,606,606,606,581,571,567,563,-4.13,-5.78,-6.44,-7.1
Sussex,Andover Twp,1902,24,5,19.96,19.96,19.96,19.96,302,301,299,296,6319,6319,6319,6319,6022,6006,5978,5914,-4.7,-4.95,-5.4,-6.41
Sussex,Branchville,1903,24,5,0.59,0.59,0.59,0.59,1359,1336,1327,1315,841,841,841,841,802,788,783,776,-4.64,-6.3,-6.9,-7.73
Sussex,Byram,1904,24,11,21.07,21.07,21.07,21.07,381,380,379,377,8350,8350,8350,8350,8031,8008,7983,7933,-3.82,-4.1,-4.4,-4.99
Sussex,Frankford,1905,24,5,34.02,34.02,34.02,34.02,160,158,157,156,5565,5565,5565,5565,5435,5371,5348,5311,-2.34,-3.49,-3.9,-4.56
Sussex,Franklin,1906,24,5,4.5,4.5,4.5,4.5,1079,1070,1061,1053,5045,5045,5045,5045,4855,4813,4775,4738,-3.77,-4.6,-5.35,-6.09
Sussex,Fredon,1907,24,5,17.72,17.72,17.72,17.72,184,181,180,179,3437,3437,3437,3437,3254,3213,3196,3175,-5.32,-6.52,-7.01,-7.62
Sussex,Green,1908,24,5,15.98,15.98,15.98,15.98,219,219,218,218,3601,3601,3601,3601,3506,3492,3486,3476,-2.64,-3.03,-3.19,-3.47
Sussex,Hamburg,1909,24,5,1.14,1.14,1.14,1.14,2768,2762,2747,2740,3277,3277,3277,3277,3155,3149,3132,3124,-3.72,-3.91,-4.42,-4.67
Sussex,Hampton Twp,1910,24,5,24.38,24.38,24.38,24.38,204,202,201,200,5196,5196,5196,5196,4974,4927,4896,4869,-4.27,-5.18,-5.77,-6.29
Sussex,Hardyston,1911,24,5,31.97,31.97,31.97,31.97,251,248,246,244,8213,8213,8213,8213,8030,7927,7867,7804,-2.23,-3.48,-4.21,-4.98
Sussex,Hopatcong,1912,24,11,10.85,10.85,10.85,10.85,1337,1326,1318,1309,15147,15147,15147,15147,14510,14384,14298,14203,-4.21,-5.04,-5.61,-6.23
Sussex,Lafayette,1913,24,5,17.96,17.96,17.96,17.96,136,134,134,132,2538,2538,2538,2538,2439,2414,2404,2377,-3.9,-4.89,-5.28,-6.34
Sussex,Montague,1914,24,5,44,44,44,44,85,85,84,83,3847,3847,3847,3847,3751,3718,3695,3668,-2.5,-3.35,-3.95,-4.65
Sussex,Newton,1915,24,5,3.15,3.15,3.15,3.15,2533,2510,2495,2520,7997,7997,7997,7997,7979,7908,7860,7938,-0.23,-1.11,-1.71,-0.74
Sussex,Ogdensburg,1916,24,11,2.28,2.28,2.28,2.28,1003,1006,1001,994,2410,2410,2410,2410,2286,2294,2282,2266,-5.15,-4.81,-5.31,-5.98
Sussex,Sandyston,1917,24,5,42.52,42.52,42.52,42.52,44,44,44,43,1998,1998,1998,1998,1891,1877,1856,1838,-5.36,-6.06,-7.11,-8.01
Sussex,Sparta,1918,24,11,36.94,36.94,36.94,36.94,519,512,509,505,19722,19722,19722,19722,19159,18920,18807,18647,-2.85,-4.07,-4.64,-5.45
Sussex,Stanhope,1919,24,11,1.84,1.84,1.84,1.84,1853,1828,1816,1801,3610,3610,3610,3610,3410,3364,3341,3314,-5.54,-6.81,-7.45,-8.2
Sussex,Stillwater,1920,24,5,27.06,27.06,27.06,27.06,145,146,145,144,4099,4099,4099,4099,3922,3947,3920,3893,-4.32,-3.71,-4.37,-5.03
Sussex,Sussex,1921,24,5,0.59,0.59,0.59,0.59,3463,3456,3431,3395,2130,2130,2130,2130,2043,2039,2024,2003,-4.08,-4.27,-4.98,-5.96
Sussex,Vernon,1922,24,5,68.23,68.23,68.23,68.23,330,328,326,324,23943,23943,23943,23943,22549,22383,22239,22091,-5.82,-6.52,-7.12,-7.74
Sussex,Walpack,1923,24,5,24.05,24.05,24.05,24.05,1,0,0,0,16,16,16,16,15,11,11,11,-6.25,-31.25,-31.25,-31.25
Sussex,Wantage,1924,24,5,66.75,66.75,66.75,66.75,166,165,164,163,11358,11358,11358,11358,11074,10998,10934,10867,-2.5,-3.17,-3.73,-4.32
Union,Berkeley Heights,2001,21,7,6.21,6.21,6.21,6.21,2182,2181,2216,2190,13183,13183,13183,13183,13549,13541,13759,13601,2.78,2.72,4.37,3.17
Union,Clark,2002,22,7,4.3,4.3,4.3,4.3,3613,3683,3746,3708,14756,14756,14756,14756,15535,15835,16109,15943,5.28,7.31,9.17,8.04
Union,Cranford,2003,21,7,4.83,4.83,4.83,4.83,4999,4989,5060,5004,22625,22625,22625,22625,24143,24097,24439,24169,6.71,6.51,8.02,6.82
Union,Elizabeth,2004,20,8,12.32,12.32,12.32,12.32,10471,10442,10569,10461,124969,124969,124969,124969,129007,128640,130215,128885,3.23,2.94,4.2,3.13
Union,Fanwood,2005,22,12,1.34,1.34,1.34,1.34,5710,5746,5827,5749,7318,7318,7318,7318,7651,7700,7808,7704,4.55,5.22,6.7,5.27
Union,Garwood,2006,21,7,0.66,0.66,0.66,0.66,6592,6586,6679,6614,4226,4226,4226,4226,4351,4347,4408,4365,2.96,2.86,4.31,3.29
Union,Hillside,2007,20,10,2.75,2.75,2.75,2.75,7994,7982,8100,8020,21404,21404,21404,21404,21984,21951,22274,22054,2.71,2.56,4.06,3.04
Union,Kenilworth,2008,21,7,2.16,2.16,2.16,2.16,3803,3794,3848,3806,7914,7914,7914,7914,8215,8194,8312,8220,3.8,3.54,5.03,3.87
Union,Linden,2009,22,10,10.68,10.68,10.68,10.68,3935,3975,4031,3983,40499,40499,40499,40499,42021,42457,43056,42538,3.76,4.83,6.31,5.03
Union,Mountainside,2010,21,7,4.01,4.01,4.01,4.01,1717,1716,1741,1719,6685,6685,6685,6685,6885,6883,6982,6892,2.99,2.96,4.44,3.1
Union,New Providence,2011,21,7,3.64,3.64,3.64,3.64,3426,3505,3656,3705,12171,12171,12171,12171,12469,12758,13308,13486,2.45,4.82,9.34,10.8
Union,Plainfield,2012,22,12,6.02,6.02,6.02,6.02,8508,8411,8526,8421,49808,49808,49808,49808,51217,50636,51327,50693,2.83,1.66,3.05,1.78
Union,Rahway,2013,22,10,3.9,3.9,3.9,3.9,7566,7552,7726,7662,27346,27346,27346,27346,29508,29451,30131,29880,7.91,7.7,10.18,9.27
Union,Roselle,2014,20,10,2.65,2.65,2.65,2.65,8177,8160,8293,8265,21085,21085,21085,21085,21670,21625,21976,21902,2.77,2.56,4.23,3.87
Union,Roselle Park,2015,21,10,1.23,1.23,1.23,1.23,11114,11088,11237,11098,13297,13297,13297,13297,13670,13638,13821,13650,2.81,2.56,3.94,2.65
Union,Scotch Plains,2016,22,7,9.02,9.02,9.02,9.02,2677,2681,2731,2706,23510,23510,23510,23510,24149,24186,24630,24405,2.72,2.88,4.76,3.81
Union,Springfield,2017,21,7,5.17,5.17,5.17,5.17,3385,3375,3429,3388,15817,15817,15817,15817,17502,17447,17726,17517,10.65,10.31,12.07,10.75
Union,Summit,2018,21,7,6,6,6,6,3679,3670,3721,3669,21457,21457,21457,21457,22074,22019,22323,22016,2.88,2.62,4.04,2.61
Union,Union Twp,2019,20,7,9.07,9.07,9.07,9.07,6409,6451,6541,6478,56642,56642,56642,56642,58128,58512,59327,58757,2.62,3.3,4.74,3.73
Union,Westfield,2020,21,7,6.72,6.72,6.72,6.72,4546,4495,4529,4447,30316,30316,30316,30316,30548,30206,30433,29881,0.77,-0.36,0.39,-1.43
Union,Winfield,2021,22,7,0.18,0.18,0.18,0.18,8389,8372,8489,8383,1471,1471,1471,1471,1510,1507,1528,1509,2.65,2.45,3.87,2.58
Warren,Allamuchy,2101,24,5,20.45,20.45,20.45,20.45,223,224,227,227,4323,4323,4323,4323,4556,4588,4644,4640,5.39,6.13,7.43,7.33
Warren,Alpha,2102,23,7,1.67,1.67,1.67,1.67,1379,1375,1375,1361,2369,2369,2369,2369,2303,2296,2297,2273,-2.79,-3.08,-3.04,-4.05
Warren,Belvidere,2103,24,5,1.45,1.45,1.45,1.45,1798,1794,1795,1777,2681,2681,2681,2681,2607,2602,2603,2576,-2.76,-2.95,-2.91,-3.92
Warren,Blairstown,2104,24,5,30.82,30.82,30.82,30.82,189,188,188,186,5967,5967,5967,5967,5819,5793,5808,5728,-2.48,-2.92,-2.66,-4.01
Warren,Franklin Twp,2105,23,7,24.04,24.04,24.04,24.04,129,129,129,127,3176,3176,3176,3176,3096,3091,3090,3046,-2.52,-2.68,-2.71,-4.09
Warren,Frelinghuysen,2106,24,5,23.32,23.32,23.32,23.32,94,94,94,93,2230,2230,2230,2230,2188,2199,2200,2178,-1.88,-1.39,-1.35,-2.33
Warren,Greenwich,2107,23,7,10.53,10.53,10.53,10.53,528,525,525,520,5712,5712,5712,5712,5556,5528,5532,5474,-2.73,-3.22,-3.15,-4.17
Warren,Hackettstown,2108,23,5,3.61,3.61,3.61,3.61,2653,2645,2647,2621,9724,9724,9724,9724,9579,9549,9554,9463,-1.49,-1.8,-1.75,-2.68
Warren,Hardwick,2109,24,5,36.6,36.6,36.6,36.6,46,45,45,45,1696,1696,1696,1696,1667,1662,1643,1631,-1.71,-2,-3.13,-3.83
Warren,Harmony,2110,23,7,23.7,23.7,23.7,23.7,108,106,106,105,2667,2667,2667,2667,2556,2522,2520,2486,-4.16,-5.44,-5.51,-6.79
Warren,Hope,2111,24,5,18.62,18.62,18.62,18.62,103,102,102,101,1952,1952,1952,1952,1911,1891,1890,1876,-2.1,-3.13,-3.18,-3.89
Warren,Independence,2112,24,5,19.74,19.74,19.74,19.74,280,279,279,276,5662,5662,5662,5662,5527,5506,5514,5444,-2.38,-2.76,-2.61,-3.85
Warren,Knowlton,2113,24,5,24.75,24.75,24.75,24.75,121,120,120,119,3055,3055,3055,3055,2984,2964,2972,2945,-2.32,-2.98,-2.72,-3.6
Warren,Liberty,2114,24,5,11.6,11.6,11.6,11.6,246,246,245,243,2942,2942,2942,2942,2851,2848,2843,2820,-3.09,-3.2,-3.37,-4.15
Warren,Lopatcong,2115,23,7,7.1,7.1,7.1,7.1,1161,1165,1176,1172,8014,8014,8014,8014,8245,8270,8348,8322,2.88,3.19,4.17,3.84
Warren,Mansfield,2116,23,5,29.82,29.82,29.82,29.82,252,251,250,248,7725,7725,7725,7725,7502,7472,7464,7384,-2.89,-3.28,-3.38,-4.41
Warren,Oxford,2117,24,5,5.79,5.79,5.79,5.79,425,424,424,420,2514,2514,2514,2514,2459,2456,2454,2433,-2.19,-2.31,-2.39,-3.22
Warren,Phillipsburg,2119,23,7,3.19,3.19,3.19,3.19,4550,4531,4533,4484,14950,14950,14950,14950,14515,14455,14459,14303,-2.91,-3.31,-3.28,-4.33
Warren,Pohatcong,2120,23,7,13.36,13.36,13.36,13.36,243,242,242,239,3339,3339,3339,3339,3242,3232,3231,3197,-2.91,-3.2,-3.23,-4.25
Warren,Washington,2121,23,5,1.94,1.94,1.94,1.94,3349,3346,3363,3326,6461,6461,6461,6461,6498,6492,6524,6452,0.57,0.48,0.98,-0.14
Warren,Washington Twp,2122,23,5,17.66,17.66,17.66,17.66,366,366,366,364,6651,6651,6651,6651,6465,6461,6461,6421,-2.8,-2.86,-2.86,-3.46
Warren,White,2123,24,5,27.15,27.15,27.15,27.15,175,175,175,173,4882,4882,4882,4882,4743,4740,4747,4687,-2.85,-2.91,-2.77,-3.99
