geoid,ams_bus,bus_vac,bus_vac_rate
34001010200,463,6,0.012958963282937365
34011040902,141,1,0.0070921985815602835
34011010200,33,0,0
34011010600,93,9,0.0967741935483871
34001013301,106,12,0.11320754716981132
34035053904,14,0,0
34021004407,90,5,0.05555555555555555
34029717200,123,0,0
34001000300,104,10,0.09615384615384616
34021004403,393,0,0
34001013102,120,1,0.008333333333333333
34001010600,240,30,0.125
34001011802,99,0,0
34021003904,69,1,0.014492753623188406
34021002100,81,7,0.08641975308641975
34021001401,92,6,0.06521739130434782
34021001300,23,1,0.043478260869565216
34029732001,620,0,0
34025809200,80,0,0
34029722001,58,0,0
34029714400,64,0,0
10003014200,117,3,0.02564102564102564
34029731203,3,0,0
34029733000,210,0,0
10003013610,77,6,0.07792207792207792
10003014808,92,1,0.010869565217391304
10003014706,311,68,0.21864951768488747
10003014906,106,0,0
34029720202,79,23,0.2911392405063291
34021002000,64,3,0.046875
34021003705,638,9,0.014106583072100314
34021003003,528,6,0.011363636363636364
34029714200,243,0,0
34021003002,194,3,0.015463917525773196
34029715902,36,1,0.027777777777777776
34029731103,10,0,0
34021003302,420,0,0
34029731101,78,8,0.10256410256410256
10003014803,152,19,0.125
10003000400,96,2,0.020833333333333332
10003012000,518,11,0.021235521235521235
10005050501,163,2,0.012269938650306749
10005050408,42,2,0.047619047619047616
10003010800,135,8,0.05925925925925926
10001041500,93,4,0.043010752688172046
10001041300,962,11,0.011434511434511435
36061002100,2359,191,0.08096651123357355
36061004900,1070,195,0.1822429906542056
36061006000,18,1,0.05555555555555555
36061009300,334,11,0.03293413173652695
36061005400,1285,136,0.10583657587548638
36061010800,1544,101,0.06541450777202072
36061011300,3396,579,0.1704946996466431
36061012700,343,38,0.11078717201166181
36061013500,269,31,0.11524163568773234
36061015300,681,21,0.030837004405286344
36061018900,116,5,0.04310344827586207
36061019900,243,11,0.04526748971193416
36061009200,3027,379,0.12520647505781302
36061006700,571,50,0.08756567425569177
36061007200,1151,90,0.07819287576020852
36061017000,173,16,0.09248554913294797
36061017200,368,21,0.057065217391304345
36061021400,25,0,0
36061023802,21,0,0
36061002700,160,29,0.18125
36061012200,455,81,0.17802197802197803
36005006900,93,7,0.07526881720430108
36061014402,107,8,0.07476635514018691
36005021502,67,5,0.07462686567164178
36005003300,37,4,0.10810810810810811
36005002702,103,11,0.10679611650485436
36061009600,5813,989,0.17013590228797523
36061026100,199,34,0.1708542713567839
36061030300,247,15,0.06072874493927125
36005015300,54,8,0.14814814814814814
36005037900,93,4,0.043010752688172046
36005038700,169,9,0.05325443786982249
36005013100,79,3,0.0379746835443038
36005007900,131,11,0.08396946564885496
36005008500,132,13,0.09848484848484848
36005007300,57,0,0
36005031000,29,2,0.06896551724137931
36005027300,32,1,0.03125
36005034000,51,1,0.0196078431372549
36005033000,148,11,0.07432432432432433
36005040303,29,1,0.034482758620689655
36005034500,44,3,0.06818181818181818
36005037400,114,9,0.07894736842105263
36005030701,66,4,0.06060606060606061
36005005400,122,10,0.08196721311475409
36005026900,55,2,0.03636363636363636
36079011900,529,0,0
36079010500,72,0,0
36079010400,82,0,0
36119013202,372,14,0.03763440860215054
36119010400,276,27,0.09782608695652174
36119013900,167,10,0.059880239520958084
36005044400,16,1,0.0625
36005042000,137,7,0.051094890510948905
36005013200,30,0,0
36005020000,407,20,0.04914004914004914
36005021001,39,4,0.10256410256410256
36005012500,155,4,0.025806451612903226
36005029600,139,19,0.1366906474820144
36005028700,41,9,0.21951219512195122
36119007000,104,6,0.057692307692307696
36079011000,51,0,0
36119007100,723,23,0.0318118948824343
36119010801,330,14,0.04242424242424243
36119014604,93,10,0.10752688172043011
36119008700,61,3,0.04918032786885246
36119000600,253,13,0.05138339920948617
36119000103,116,18,0.15517241379310345
36119000701,21,3,0.14285714285714285
36119001200,136,9,0.0661764705882353
36119000201,274,13,0.04744525547445255
36119005100,286,13,0.045454545454545456
36119002201,68,11,0.16176470588235295
36119001401,106,8,0.07547169811320754
36119000203,49,1,0.02040816326530612
36119011600,331,21,0.0634441087613293
36119008100,148,8,0.05405405405405406
36119013301,412,34,0.0825242718446602
36071011000,580,59,0.10172413793103448
36071011101,6,0,0
36071011102,178,7,0.03932584269662921
36071001500,326,47,0.1441717791411043
36071015003,90,0,0
36087011603,426,23,0.0539906103286385
36071013900,752,4,0.005319148936170213
36111951000,43,0,0
36039080501,21,0,0
36111950200,263,15,0.057034220532319393
36111955000,78,1,0.01282051282051282
36111951700,169,15,0.08875739644970414
36111952600,44,0,0
36027170000,59,1,0.01694915254237288
36027070201,372,38,0.10215053763440861
36021001800,12,0,0
36111953600,377,22,0.058355437665782495
36027070102,47,0,0
36021001300,663,42,0.06334841628959276
36027080104,97,0,0
36087010501,40,0,0
36087012600,122,4,0.03278688524590164
36087011302,583,49,0.08404802744425385
36087011504,116,7,0.0603448275862069
36071010200,171,27,0.15789473684210525
36071012700,214,22,0.102803738317757
36111953400,544,5,0.009191176470588236
36071000100,147,10,0.06802721088435375
36071010902,25,0,0
36027120000,51,1,0.0196078431372549
36027030000,37,0,0
36085013800,19,0,0
36071002100,80,12,0.15
36085011401,69,13,0.18840579710144928
36085016901,115,3,0.02608695652173913
36059404400,110,10,0.09090909090909091
36027060100,66,3,0.045454545454545456
36081025301,109,6,0.05504587155963303
36081007100,193,11,0.05699481865284974
36081006300,276,13,0.04710144927536232
36081015500,288,15,0.052083333333333336
36081005500,211,23,0.10900473933649289
36081006100,168,1,0.005952380952380952
36081011900,182,25,0.13736263736263737
36081018502,94,4,0.0425531914893617
36047050500,92,6,0.06521739130434782
36047039100,79,9,0.11392405063291139
36047013600,155,5,0.03225806451612903
36047119000,75,2,0.02666666666666667
36047026100,87,5,0.05747126436781609
36047004400,8,0,0
36047025700,64,4,0.0625
36047006400,145,3,0.020689655172413793
36047053100,95,2,0.021052631578947368
36047110400,303,10,0.033003300330033
36047006600,148,6,0.04054054054054054
36047025901,45,6,0.13333333333333333
36047041300,36,4,0.1111111111111111
36047078600,188,5,0.026595744680851064
36047030900,87,7,0.08045977011494253
36047033100,76,3,0.039473684210526314
36047074400,2,0,0
36047077400,121,7,0.05785123966942149
36047021100,72,4,0.05555555555555555
36047000502,163,12,0.0736196319018405
36047086200,79,2,0.02531645569620253
36047031701,130,3,0.023076923076923078
36047031702,101,2,0.019801980198019802
36047030600,32,1,0.03125
36047032500,72,4,0.05555555555555555
36047044900,557,22,0.03949730700179533
36047013200,64,3,0.046875
36047019600,95,5,0.05263157894736842
36047009000,87,3,0.034482758620689655
36047020600,32,2,0.0625
36047053400,157,5,0.03184713375796178
36047037300,67,3,0.04477611940298507
36047030100,93,1,0.010752688172043012
36047023800,147,2,0.013605442176870748
36047049400,37,0,0
36047009600,100,7,0.07
36047010800,141,2,0.014184397163120567
36047011600,54,6,0.1111111111111111
36047069800,231,38,0.1645021645021645
36047042700,100,3,0.03
36081122702,72,1,0.013888888888888888
36081040300,142,2,0.014084507042253521
36081027500,177,7,0.03954802259887006
36081026700,235,7,0.029787234042553193
36081077904,91,2,0.02197802197802198
36081150702,275,9,0.03272727272727273
36081125700,75,1,0.013333333333333334
36081027300,259,4,0.015444015444015444
36081028300,335,1,0.0029850746268656717
36081137700,165,0,0
36081073900,144,7,0.04861111111111111
36081071306,84,1,0.011904761904761904
36081055100,188,7,0.03723404255319149
36081055500,87,5,0.05747126436781609
36081097300,16,0,0
36081099704,337,3,0.008902077151335312
36047054900,165,7,0.04242424242424243
36081117500,110,2,0.01818181818181818
36081000600,46,0,0
36081061602,12,0,0
36081005200,33,1,0.030303030303030304
36081061200,1,0,0
36081063301,39,0,0
36081037600,45,1,0.022222222222222223
36081130100,34,2,0.058823529411764705
36059412200,96,15,0.15625
36059406600,119,5,0.04201680672268908
36059407201,47,1,0.02127659574468085
36059517200,539,59,0.10946196660482375
36059407501,92,3,0.03260869565217391
36059414002,52,2,0.038461538461538464
36059411901,521,42,0.08061420345489444
36059413400,149,9,0.06040268456375839
36081091601,34,0,0
36081028200,45,0,0
36081092800,12,0,0
36081046400,0,0,NA
36103124300,239,14,0.058577405857740586
36103123500,768,52,0.06770833333333333
36103122603,311,12,0.03858520900321544
36103123701,359,18,0.05013927576601671
36059518501,535,98,0.18317757009345795
36059520502,48,1,0.020833333333333332
36103111505,31,6,0.1935483870967742
36103111704,52,5,0.09615384615384616
36103111201,84,3,0.03571428571428571
36103111100,396,46,0.11616161616161616
36059520401,176,12,0.06818181818181818
36103147402,109,7,0.06422018348623854
36103146206,15,1,0.06666666666666667
36059521100,152,7,0.046052631578947366
36103112206,2086,218,0.10450623202301054
36059522000,172,14,0.08139534883720931
36059521302,42,2,0.047619047619047616
36059521902,76,4,0.05263157894736842
36103159106,397,21,0.05289672544080604
36059408500,80,5,0.0625
36103158704,279,34,0.12186379928315412
36059414800,219,5,0.0228310502283105
36103159300,323,8,0.02476780185758514
36103146201,32,0,0
36103110402,38,5,0.13157894736842105
36103110600,627,27,0.0430622009569378
36103159102,432,32,0.07407407407407407
36103158804,238,16,0.06722689075630252
36103159105,145,38,0.2620689655172414
36103158207,126,12,0.09523809523809523
36103135004,14,0,0
36103158306,107,1,0.009345794392523364
36059409500,16,0,0
36103200902,306,3,0.00980392156862745
36103170002,155,0,0
36103169800,867,145,0.16724336793540945
36103190603,86,7,0.08139534883720931
36103190604,52,2,0.038461538461538464
36103158310,95,0,0
36091061901,157,3,0.01910828025477707
36091062601,26,7,0.2692307692307692
36103158709,181,1,0.0055248618784530384
36057072800,76,13,0.17105263157894737
36057070900,407,107,0.2628992628992629
36103158405,27,0,0
36083052204,13,0,0
36103158318,97,0,0
36103158006,278,23,0.08273381294964029
36059518800,17,1,0.058823529411764705
36059518300,759,54,0.07114624505928854
36059518204,354,36,0.1016949152542373
36103135301,242,75,0.30991735537190085
36059416100,148,4,0.02702702702702703
36103135002,231,24,0.1038961038961039
36091062403,334,32,0.09580838323353294
36021000100,27,4,0.14814814814814814
36057072700,64,7,0.109375
36083052003,89,11,0.12359550561797752
36095740800,25,3,0.12
36001013300,68,6,0.08823529411764706
36001014302,183,3,0.01639344262295082
36083040400,143,25,0.17482517482517482
36091062000,34,2,0.058823529411764705
36001001100,1656,155,0.09359903381642512
36095740600,21,3,0.14285714285714285
36083040900,75,21,0.28
36001014609,210,13,0.06190476190476191
36001013601,105,5,0.047619047619047616
36093021800,192,12,0.0625
36001014608,738,12,0.016260162601626018
36093032404,90,7,0.07777777777777778
36001002200,77,9,0.11688311688311688
36001014001,606,44,0.07260726072607261
36001001902,5,0,0
36113078000,21,1,0.047619047619047616
36091060701,353,61,0.17280453257790368
36091060501,19,4,0.21052631578947367
36113070702,53,3,0.05660377358490566
36019100700,89,3,0.033707865168539325
36011041700,160,17,0.10625
36033950200,55,7,0.12727272727272726
36031961000,100,27,0.27
36067015400,93,7,0.07526881720430108
36011040200,53,0,0
36067012600,190,9,0.04736842105263158
36067012200,52,6,0.11538461538461539
36067012400,152,6,0.039473684210526314
36067010100,29,0,0
