GEOID,pop2016
"34029715700",10904
"34029715800",8521
"34029715901",2341
"34029715902",4355
"34029716000",3747
"34029717001",2971
"34029717002",4775
"34029717101",8564
"34029717102",4685
"34029717200",8783
"34029717300",5824
"34029717400",5859
"34029717501",7857
"34029717502",7296
"34029718000",8514
"34029720001",4309
"34029720101",6367
"34029720102",3553
"34029720103",4772
"34029720202",3642
"34029720203",4215
"34029720204",5687
"34029720205",3125
"34029720206",6111
"34029721000",2683
"34029722001",5195
"34029722002",8844
"34029722100",5955
"34029722200",2386
"34029722300",3916
"34029722401",5329
"34029722402",3805
"34029722500",1713
"34029722600",2896
"34029722701",4881
"34029722702",4040
"34029722800",4525
"34029722900",5379
"34029723000",5941
"34029723100",4147
"34029723200",6296
"34029723300",7285
"34029723400",3278
"34029723500",2287
"34029723600",2327
"34029724000",3748
"34029725001",3113
"34029725002",5950
"34029725100",2147
"34029726000",1457
"34029727001",2161
"34029727002",1281
"34029728000",5302
"34029729000",1733
"34029730000",2251
"34029731001",3089
"34029731002",3793
"34029731101",3352
"34029731102",6518
"34029731103",4510
"34029731201",4396
"34029731202",4173
"34029731203",1740
"34029731204",3541
"34029731205",3465
"34029731206",2296
"34029732001",6365
"34029732002",9123
"34029732101",6698
"34029732103",2450
"34029732104",3944
"34029733000",8925
"34029734001",8071
"34029734002",6538
"34029734003",7801
"34029735001",6967
"34029735002",9348
"34029735101",2663
"34029735103",4122
"34029735104",3973
"34029736001",3522
"34029736002",1597
"34029736101",6144
"34029736102",7485
"34029736105",3697
"34029737000",3380
"34029738001",2061
"34029738002",1316
"34029738100",1629
"34029739000",2259
"34029739100",1592
"34029980000",0
"34029980100",0
"34029990000",0
"34031116500",8105
"34031124200",7654
"34031124311",4686
"34031124312",4114
"34031124321",6198
"34031124322",4451
"34031124323",3115
"34031124401",7655
"34031124402",5116
"34031124500",5418
"34031124601",4853
"34031124602",4873
"34031124700",6187
"34031124800",4734
"34031124900",5207
"34031125000",7131
"34031125100",3777
"34031133701",5140
"34031133702",3198
"34031143200",6477
"34031143300",5597
"34031143400",6728
"34031154001",6175
"34031154002",8284
"34031163500",8446
"34031175200",5029
"34031175301",3547
"34031175302",4800
"34031175401",5425
"34031175402",5298
"34031175500",7380
"34031175601",2491
"34031175602",6881
"34031175701",5429
"34031175703",4427
"34031175704",4225
"34031175801",4315
"34031175802",6973
"34031175900",3911
"34031180100",8117
"34031180201",3902
"34031180202",7216
"34031180300",5674
"34031180600",4925
"34031180700",2706
"34031180800",3216
"34031180900",3922
"34031181000",4586
"34031181100",6861
"34031181200",4817
"34031181300",5056
"34031181400",2936
"34031181500",3248
"34031181702",2572
"34031181800",3004
"34031181900",4475
"34031182000",1698
"34031182100",3451
"34031182200",3291
"34031182301",1477
"34031182302",5863
"34031182400",4955
"34031182500",7594
"34031182600",5093
"34031182700",6792
"34031182800",3768
"34031182900",2211
"34031183000",7161
"34031183101",3006
"34031183102",4988
"34031183200",2864
"34031196401",4145
"34031196402",6904
"34031203600",5861
"34031216701",6655
"34031216702",5621
"34031223801",2799
"34031223802",7795
"34031223900",234
"34031236601",4681
"34031236602",7008
"34031246001",6321
"34031246002",3112
"34031246003",5581
"34031246101",6669
"34031246102",2999
"34031246103",6245
"34031246104",3097
"34031246201",6198
"34031246202",5061
"34031246203",3961
"34031246300",4946
"34031256801",5664
"34031256802",3574
"34031256803",5129
"34031256804",6760
"34031256805",5282
"34031264101",5964
"34031264102",6525
"34031264200",4355
"34033020100",1727
"34033020200",2057
"34033020300",2790
"34033020400",2785
"34033020500",2517
"34033020600",2485
"34033020700",4030
"34033020800",3473
"34033020900",3381
"34033021000",1445
"34033021101",4808
"34033021102",4132
"34033021201",3261
"34033021202",2365
"34033021300",1851
"34033021400",3293
"34033021500",1946
"34033021600",5467
"34033021700",1937
"34033021900",1585
"34033022000",1927
"34033022100",1299
"34033022201",1715
"34033022202",1060
"34033990000",0
"34035050100",3034
"34035050200",2868
"34035050300",3567
"34035050400",2652
"34035050500",3896
"34035050600",3901
"34035050701",4271
"34035050703",4959
"34035050704",6659
"34035050801",4008
"34035050802",4443
"34035050901",4599
"34035050902",3738
"34035050903",5204
"34035051000",6845
"34035051100",3082
"34035051200",5267
"34035051300",1979
"34035051400",3856
"34035051500",3299
"34035051600",3128
"34035051700",4988
"34035051800",4054
"34035051900",3503
"34035052001",4549
"34035052002",4546
"34035052100",7158
"34035052201",5296
"34035052203",5501
"34035052204",4986
"34035052300",6034
"34035052400",5605
"34035052601",9375
"34035052603",4201
"34035052700",7698
"34035052800",2566
"34035052901",860
"34035052903",6058
"34035052904",2054
"34035053000",4550
"34035053102",4132
"34035053103",5747
"34035053105",7206
"34035053200",6342
"34035053300",5216
"34035053402",6873
"34035053403",4589
"34035053404",10910
"34035053501",4675
"34035053602",6232
"34035053603",4834
"34035053604",3438
"34035053703",3916
"34035053704",2927
"34035053705",6126
"34035053706",5104
"34035053707",3739
"34035053801",500
"34035053803",8394
"34035053804",5627
"34035053805",3564
"34035053901",598
"34035053904",3554
"34035053905",6596
"34035054100",7933
"34035054201",7226
"34035054202",5579
"34035054300",9762
"34037371000",3716
"34037371100",3950
"34037371200",1854
"34037371300",3426
"34037371400",2869
"34037371502",4909
"34037371503",2885
"34037371600",2911
"34037371700",5369
"34037371800",7036
"34037371900",1931
"34037372000",2972
"34037372100",1944
"34037372200",2164
"34037372300",4093
"34037372400",2390
"34037372500",3129
"34037372600",4757
"34037372700",3152
"34037372800",1679
"34037372900",3128
"34037373000",2314
"34037373100",6130
"34037373200",3303
"34037373300",3091
"34037373400",6317
"34037373500",3624
"34037373600",2966
"34037373700",3970
"34037373800",3925
"34037373900",3936
"34037374000",3214
"34037374100",3495
"34037374200",2357
"34037374300",3304
"34037374400",2349
"34037374500",1862
"34037374600",3377
"34037374700",3967
"34037374800",3930
"34037374900",4603
"34039030200",3343
"34039030400",5630
"34039030500",5234
"34039030600",3369
"34039030701",1778
"34039030702",8149
"34039030802",3074
"34039030900",6259
"34039031000",4120
"34039031100",5842
"34039031200",5989
"34039031300",7120
"34039031400",5507
"34039031500",5755
"34039031601",3618
"34039031602",5123
"34039031700",5530
"34039031801",5268
"34039031802",2952
"34039031903",6476
"34039031904",3048
"34039032001",7585
"34039032002",4004
"34039032100",6940
"34039032200",5775
"34039032300",2576
"34039032400",7473
"34039032500",6071
"34039032600",5236
"34039032700",7740
"34039032800",4559
"34039032901",4124
"34039032902",5295
"34039033000",4539
"34039033100",5938
"34039033200",4341
"34039033300",4269
"34039033400",3763
"34039033500",8354
"34039033600",8160
"34039033700",4731
"34039033800",5594
"34039033900",3243
"34039034000",5988
"34039034100",3707
"34039034200",3756
"34039034300",3970
"34039034400",4161
"34039034500",4467
"34039034600",4469
"34039034700",4114
"34039034800",4775
"34039034900",5870
"34039035000",3006
"34039035100",4256
"34039035200",2696
"34039035300",5612
"34039035400",2768
"34039035500",7834
"34039035600",3624
"34039035700",5326
"34039035800",3728
"34039035900",3778
"34039036000",5080
"34039036100",1574
"34039036200",6473
"34039036301",5216
"34039036302",3925
"34039036400",7311
"34039036500",5617
"34039036600",4095
"34039036700",5513
"34039036800",7550
"34039036900",4334
"34039037000",6038
"34039037100",4313
"34039037200",4220
"34039037300",4680
"34039037400",4631
"34039037500",6103
"34039037601",4541
"34039037602",6754
"34039037700",4930
"34039037800",5944
"34039037900",5385
"34039038000",5662
"34039038101",4097
"34039038102",8711
"34039038201",6234
"34039038202",7183
"34039038300",6820
"34039038400",6329
"34039038500",5895
"34039038601",7970
"34039038602",3989
"34039038700",7602
"34039038800",4245
"34039038900",6284
"34039039000",4054
"34039039100",3251
"34039039200",5818
"34039039300",6452
"34039039400",4518
"34039039500",6120
"34039039600",4357
"34039039700",5409
"34039039800",4668
"34039039900",1772
"34041030600",3715
"34041030700",4552
"34041030800",3002
"34041030900",3146
"34041031101",5764
"34041031102",3864
"34041031200",7665
"34041031301",5488
"34041031302",4576
"34041031401",4597
"34041031402",4904
"34041031500",7434
"34041031601",4733
"34041031602",2478
"34041031700",2601
"34041031800",2655
"34041031900",6458
"34041032000",6478
"34041032101",3055
"34041032102",5523
"34041032200",8288
"34041032300",3217
"34041032400",2100
