GEOID,totpop18,pop18_017,pop18_1864,pop18_017P,pop18_1864P
"34007608404",6398,1343,4139,20.9909346670835,64.6920912785245
"34007608503",2721,595,1844,21.866960676222,67.7692024990812
"34007608504",3365,747,2271,22.1991084695394,67.4888558692422
"34007608600",4911,1197,3112,24.3738546120953,63.3679495011199
"34007608700",7547,1770,4375,23.4530276931231,57.9700543262223
"34007608800",5487,1057,3360,19.2637142336432,61.2356478950246
"34007608901",5977,1309,3780,21.900619039652,63.2424293123641
"34007608903",3309,551,2185,16.6515563614385,66.0320338470837
"34007608904",1419,297,891,20.9302325581395,62.7906976744186
"34007609000",1499,196,897,13.0753835890594,59.8398932621748
"34007609103",5196,1026,3355,19.7459584295612,64.5688991531948
"34007609201",4367,1200,2724,27.4788184108083,62.3769177925349
"34007609202",4923,1302,3238,26.4472882388787,65.7729027016047
"34007609203",9250,2338,5917,25.2756756756757,63.9675675675676
"34007609204",4218,1129,2499,26.7662399241347,59.2460881934566
"34007609205",5993,1242,4120,20.7241782079092,68.7468713499082
"34007610300",2151,250,1498,11.6225011622501,69.6420269642027
"34007610400",4939,1001,3607,20.2672605790646,73.0309779307552
"34007610500",7550,2026,5001,26.8344370860927,66.2384105960265
"34007610600",1204,126,724,10.4651162790698,60.1328903654485
"34007610800",2718,481,1773,17.6968359087564,65.2317880794702
"34007610900",3348,453,2209,13.5304659498208,65.9796893667861
"34007611000",6274,1822,3885,29.0404845393688,61.9222186802678
"34007611100",3081,657,1621,21.3242453748783,52.612788055826
"34007611200",4568,958,2888,20.9719789842382,63.2224168126095
"34007611300",4072,766,2343,18.811394891945,57.5392927308448
"34007611400",4361,1002,2828,22.9763815638615,64.8475120385233
"34007611500",4976,726,3245,14.5900321543408,65.2130225080386
"34007611600",3944,710,2629,18.0020283975659,66.658215010142
"34007611700",3023,602,2021,19.9139927224611,66.8541184254052
"34009020101",3936,817,2219,20.7571138211382,56.3770325203252
"34009020102",2160,445,1186,20.6018518518519,54.9074074074074
"34009020201",1453,310,692,21.3351686166552,47.62560220234
"34009020203",2094,264,722,12.6074498567335,34.4794651384909
"34009020205",700,36,364,5.14285714285714,52
"34009020206",859,143,461,16.6472642607683,53.6670547147846
"34009020301",4484,869,2726,19.3800178412132,60.7939339875112
"34009020302",4485,903,2701,20.133779264214,60.2229654403567
"34009020400",2940,735,1843,25,62.687074829932
"34009020500",2490,497,1577,19.9598393574297,63.3333333333333
"34009020600",2203,406,1446,18.4294144348616,65.6377666817975
"34009020700",4041,868,2284,21.4798317248206,56.5206632021777
"34009020800",1955,169,896,8.64450127877238,45.8312020460358
"34009020901",955,79,470,8.27225130890052,49.2146596858639
"34009020902",1409,94,595,6.67139815471966,42.2285308729595
"34009021001",2199,311,1318,14.1427921782628,59.9363346975898
"34009021002",3539,670,2259,18.9319016671376,63.8315908448714
"34009021100",4787,796,2812,16.6283684980155,58.7424274075621
"34009021300",3849,405,1926,10.5222135619641,50.0389711613406
"34009021400",3707,650,2309,17.5343943889938,62.2875640679795
"34009021500",1742,210,1140,12.0551090700344,65.4420206659013
"34009021600",3131,403,1595,12.8712871287129,50.9421909932929
"34009021701",2688,409,1462,15.2157738095238,54.389880952381
"34009021702",2407,372,1322,15.4549231408392,54.9231408392189
"34009021803",3022,354,1829,11.7140966247518,60.5228325612177
"34009021804",5761,1318,3641,22.8779725742059,63.2008331886825
"34009021805",4302,798,2568,18.5495118549512,59.6931659693166
"34009021806",2710,442,1569,16.309963099631,57.8966789667897
"34009021900",2239,299,1266,13.3541759714158,56.5430995980348
"34009022000",3491,414,2055,11.8590661701518,58.8656545402463
"34009022101",1667,318,1134,19.0761847630474,68.0263947210558
"34009022102",6300,1809,3133,28.7142857142857,49.7301587301587
"34009990100",0,0,0,,
"34011010101",2638,441,1668,16.7172100075815,63.2297194844579
"34011010103",5066,0,4944,0,97.5917883932096
"34011010200",5026,1253,2977,24.9303621169916,59.2319936331078
"34011010301",3178,834,1964,26.2429200755192,61.7998741346759
"34011010302",1177,261,678,22.1750212404418,57.6040781648258
"34011010401",5067,1172,2993,23.1300572330768,59.0684823366884
"34011010402",1091,0,1081,0,99.083409715857
"34011010500",1661,298,994,17.940999397953,59.8434677904877
"34011010600",4806,985,2730,20.495214315439,56.8039950062422
"34011010700",7473,1824,4171,24.4078683259735,55.8142646862037
"34011010800",3069,646,1829,21.049201694363,59.5959595959596
"34011020100",1096,294,743,26.8248175182482,67.7919708029197
"34011020200",3129,1239,1748,39.5973154362416,55.8644934483861
"34011020300",6412,2616,3549,40.7985028072364,55.3493449781659
"34011020400",3278,1180,1779,35.9975594874924,54.2708968883466
"34011020502",1653,0,1557,0,94.1923774954628
"34011020503",5359,1539,3596,28.7180444112708,67.1020712819556
"34011020600",3914,839,2450,21.4358712314767,62.5958099131323
"34011030100",954,257,516,26.9392033542977,54.0880503144654
"34011030200",4539,1074,2901,23.6615994712492,63.9127561136814
"34011030300",3461,1008,2002,29.1245304825195,57.8445535972262
"34011030400",8294,2107,4845,25.4039064383892,58.4157222088257
"34011030501",6418,1268,3955,19.756933624182,61.6235587410408
"34011030502",4284,1088,2514,25.3968253968254,58.6834733893557
"34011040300",3474,615,2259,17.7029360967185,65.0259067357513
"34011040400",7025,1775,3895,25.2669039145907,55.4448398576512
"34011040500",6306,1797,3647,28.4966698382493,57.8338090707263
"34011040600",7022,1919,3946,27.3283964682427,56.1948162916548
"34011040700",8557,1813,5046,21.1873320088816,58.9692649292977
"34011040800",5168,1162,3237,22.484520123839,62.6354489164087
"34011040901",2939,694,1835,23.6134739707383,62.4362027900646
"34011040902",6062,1380,3630,22.764764104256,59.8812273177169
"34011041000",8086,1532,5129,18.9463269849122,63.4306208261192
"34011041100",5718,1593,3764,27.8593913955929,65.8272123119972
"34011990000",0,0,0,,
"34013000100",6872,1639,4139,23.8504074505239,60.2299185098952
"34013000200",3466,990,2112,28.5631852279285,60.934795152914
"34013000300",3716,826,2457,22.2282023681378,66.1194833153929
"34013000400",1917,351,1338,18.3098591549296,69.7965571205008
"34013000500",1847,562,1192,30.4277206280455,64.5370871683812
"34013000600",3779,648,2669,17.1473934903414,70.627150039693
"34013000700",6949,2318,4255,33.3573175996546,61.2318319182616
"34013000800",4398,1411,2723,32.0827648931332,61.9145065939063
"34013000900",3325,910,2077,27.3684210526316,62.4661654135338
"34013001000",3647,747,2372,20.4825884288456,65.0397587057856
"34013001100",3187,633,2454,19.8619391277063,77.0003137747098
"34013001300",1584,439,970,27.7146464646465,61.2373737373737
"34013001400",2697,637,1869,23.6188357434186,69.2992213570634
"34013001500",1726,457,1091,26.4774044032445,63.2097334878331
"34013001600",1876,467,1264,24.8933901918977,67.3773987206823
"34013001700",2415,882,1392,36.5217391304348,57.639751552795
"34013001800",2161,558,1381,25.8213789912078,63.905599259602
"34013001900",1869,617,1123,33.0123060460139,60.0856072766185
"34013002000",4193,1000,2502,23.8492725971858,59.6708800381588
"34013002100",3267,841,1921,25.7422711968167,58.8001224364861
"34013002201",9360,2568,6030,27.4358974358974,64.4230769230769
"34013002202",3327,828,2129,24.8872858431019,63.9915840096183
"34013002300",5076,1008,3317,19.8581560283688,65.3467297084318
"34013002400",2692,546,1839,20.2823179791976,68.3135215453195
"34013002500",3906,1205,2293,30.8499743983615,58.7045570916539
"34013002600",1622,581,899,35.8199753390875,55.4254007398274
"34013002800",1673,387,1117,23.1320980274955,66.7662881052002
"34013003100",2212,804,1266,36.3471971066908,57.2332730560579
"34013003500",2109,603,1317,28.5917496443812,62.4466571834993
"34013003700",1820,535,1217,29.3956043956044,66.8681318681319
"34013003800",2292,440,1723,19.1972076788831,75.174520069808
"34013003900",1304,439,632,33.6656441717791,48.4662576687117
"34013004100",2891,1030,1573,35.6278104462124,54.4102386717399
"34013004200",2163,445,1572,20.5732778548313,72.6768377253814
"34013004300",2624,839,1600,31.9740853658537,60.9756097560976
"34013004400",1340,324,916,24.1791044776119,68.3582089552239
"34013004500",3232,762,2120,23.5767326732673,65.5940594059406
"34013004600",2729,480,1830,17.5888603884207,67.0575302308538
"34013004700",5149,898,3576,17.4402796659546,69.4503787143135
"34013004801",2275,614,1505,26.989010989011,66.1538461538461
"34013004802",2982,608,1940,20.3890006706908,65.0570087189805
"34013004900",3494,1024,2035,29.3073840870063,58.2427017744705
"34013005000",2822,856,1757,30.3330970942594,62.2608079376329
"34013005100",2136,437,1380,20.4588014981273,64.6067415730337
"34013005200",1401,308,932,21.9842969307637,66.5239114917916
"34013005300",2144,534,1352,24.9067164179104,63.0597014925373
"34013005400",4179,1541,2442,36.8748504426896,58.435032304379
"34013005700",2427,675,1665,27.8121137206428,68.6032138442522
"34013006200",1583,502,887,31.7119393556538,56.0328490208465
"34013006400",1099,195,742,17.7434030937216,67.515923566879
"34013006600",1352,294,906,21.7455621301775,67.0118343195266
"34013006700",4116,1117,2234,27.1379980563654,54.2759961127308
"34013006800",5695,1544,3751,27.1115013169447,65.8647936786655
"34013006900",4853,1047,3514,21.5742839480734,72.408819287039
"34013007000",3451,749,2388,21.7038539553753,69.1973341060562
"34013007100",4042,914,2827,22.6125680356259,69.9406234537358
"34013007200",3823,911,2545,23.8294533089197,66.570755950824
"34013007300",5713,1407,3657,24.6280413092946,64.0119026781026
"34013007400",5217,608,4338,11.6542073988882,83.1512363427257
"34013007501",4616,1079,3085,23.3752166377816,66.8327556325823
"34013007502",2616,852,1603,32.5688073394495,61.2767584097859
"34013007600",3339,694,2369,20.7846660676849,70.9493860437257
"34013007700",2748,583,1823,21.2154294032023,66.3391557496361
"34013007800",4076,806,2948,19.7742885181551,72.3258096172718
"34013007900",3890,623,2661,16.0154241645244,68.4061696658098
"34013008000",2362,423,1730,17.9085520745131,73.2430143945809
"34013008100",3669,812,2048,22.1313709457618,55.8190242572908
"34013008200",2160,661,1302,30.6018518518519,60.2777777777778
"34013008700",3399,795,2298,23.3892321270962,67.6081200353045
"34013008800",1886,639,1185,33.881230116649,62.8313891834571
"34013008900",1833,577,1148,31.4784506273868,62.6295690125477
"34013009000",1938,396,1267,20.4334365325077,65.3766769865841
"34013009100",2865,944,1757,32.9493891797557,61.326352530541
"34013009200",3079,738,1894,23.9688210457941,61.5134784020786
"34013009300",5209,1483,3213,28.4699558456518,61.6817047417931
"34013009400",6034,1069,4223,17.7162744448127,69.9867417964866
"34013009500",5696,1144,3718,20.0842696629213,65.2738764044944
"34013009600",4892,1699,2886,34.7301717089125,58.994276369583
"34013009700",5360,1714,3280,31.9776119402985,61.1940298507463
"34013009900",2459,561,1380,22.8141520943473,56.1203741358276
"34013010000",2961,484,1999,16.3458291117866,67.5109760216143
"34013010100",2745,626,1832,22.8051001821494,66.7395264116576
"34013010200",4552,1062,2435,23.3304042179262,53.4929701230228
"34013010300",3461,799,2208,23.0858133487431,63.796590580757
"34013010400",4577,993,2932,21.6954336901901,64.0594275726458
"34013010500",4878,1135,3252,23.2677326773268,66.6666666666667
"34013010600",4060,1257,2505,30.9605911330049,61.6995073891626
"34013010700",3068,727,1869,23.6962190352021,60.9191655801825
"34013010800",2628,838,1602,31.8873668188737,60.958904109589
"34013010900",2593,632,1659,24.3733127651369,63.9799460084844
"34013011100",3986,1131,2447,28.3743100852985,61.3898645258404
"34013011200",3398,798,2322,23.4844025897587,68.3343143025309
"34013011300",3634,795,2660,21.8767198679141,73.1975784259769
"34013011400",4563,794,2978,17.4008327854482,65.264080648696
"34013011500",2361,571,1544,24.1846675137654,65.3960186361711
"34013011600",3334,983,2086,29.4841031793641,62.5674865026995
"34013011700",2965,612,1915,20.6408094435076,64.5868465430017
"34013011800",2177,389,1450,17.8686265502986,66.6054203031695
"34013011900",1612,332,1118,20.5955334987593,69.3548387096774
"34013012000",6372,1634,3938,25.6434400502197,61.8016321406152
"34013012100",3757,992,2335,26.4040457812084,62.15065211605
"34013012200",5122,1267,3391,24.7364310816087,66.204607575166
"34013012300",5069,1182,3490,23.3182087196686,68.8498717695798
"34013012400",4524,904,2892,19.9823165340407,63.9257294429708
"34013012500",3575,726,2358,20.3076923076923,65.958041958042
"34013012600",2978,612,1757,20.5507051712559,58.9993284083277
"34013012700",4226,1105,2610,26.1476573592049,61.7605300520587
"34013012800",3354,697,2444,20.7811568276685,72.8682170542636
"34013012900",3543,1012,2215,28.5633643804685,62.5176404177251
"34013013000",1935,352,1295,18.1912144702842,66.9250645994832
"34013013100",2037,574,1264,28.1786941580756,62.0520373097693
"34013013200",2343,562,1412,23.9863422962015,60.2646180110969
"34013013300",3588,1139,2035,31.7447045707915,56.7168338907469
"34013013400",3849,744,2429,19.3296960249415,63.1073005975578
"34013013500",4413,978,2719,22.1617946974847,61.6134149104917
"34013013600",6662,1425,4381,21.3899729810868,65.761032722906
"34013013700",4377,773,2583,17.6604980580306,59.0130226182317
"34013013800",4253,948,2541,22.2901481307313,59.7460616035739
"34013013900",4939,1007,3161,20.3887426604576,64.0008098805426
"34013014000",4012,719,2764,17.9212362911266,68.8933200398804
"34013014100",3701,840,2392,22.6965684950014,64.6311807619562
"34013014200",4096,746,2775,18.212890625,67.7490234375
"34013014300",5454,1395,3349,25.5775577557756,61.4044737807114
"34013014400",3696,743,2603,20.1028138528139,70.4274891774892
"34013014500",4602,1124,2962,24.4241634072143,64.3633202955237
"34013014600",4525,959,3199,21.1933701657459,70.6961325966851
"34013014700",5983,981,4085,16.3964566271101,68.2767842219622
"34013014800",3235,712,1979,22.0092735703246,61.1746522411128
"34013014900",4772,1198,2789,25.1047778709137,58.4450963956412
"34013015000",3141,595,2108,18.943011779688,67.1123845908946
"34013015100",4898,932,3220,19.0281747652103,65.7411188240098
"34013015200",4097,793,2650,19.3556260678545,64.6814742494508
"34013015300",2731,575,1800,21.0545587696814,65.9099231050897
"34013015400",5006,887,3533,17.718737514982,70.5753096284459
"34013015500",4212,814,2910,19.3257359924027,69.0883190883191
"34013015600",4579,822,2804,17.951517798646,61.2360777462328
"34013015700",2553,720,1604,28.2021151586369,62.8280454367411
"34013015800",4219,947,2855,22.4460772694951,67.6700639962076
"34013015900",5367,1148,3865,21.389975777902,72.0141606111422
"34013016000",7573,2460,4357,32.4838241119768,57.5333421365377
"34013016100",3506,1086,2098,30.9754706217912,59.8402738163149
"34013016200",3356,919,1951,27.3837902264601,58.134684147795
"34013016300",3718,1148,2090,30.8768154922001,56.2130177514793
"34013016400",3593,972,2056,27.0526022822154,57.2223768438631
"34013016500",3880,1126,2225,29.020618556701,57.3453608247423
"34013016600",3209,710,2093,22.1252726706139,65.2228108444998
"34013016700",2600,441,1775,16.9615384615385,68.2692307692308
"34013016800",3404,700,2348,20.5640423031727,68.9776733254994
"34013016900",2870,703,1760,24.4947735191638,61.3240418118467
"34013017000",2551,461,1745,18.0713445707566,68.4045472363779
"34013017100",2429,662,1488,27.2540139975298,61.2597776862906
"34013017200",3180,747,2069,23.4905660377358,65.062893081761
"34013017301",5407,1190,3035,22.0085074902904,56.1309413722952
"34013017302",7654,944,4825,12.3334204337601,63.0389338907761
"34013017400",5508,816,3723,14.8148148148148,67.5925925925926
"34013017500",6191,1076,3552,17.3800678404135,57.3736068486513
"34013017600",4975,1187,3087,23.8592964824121,62.0502512562814
"34013017700",4914,1585,2924,32.2547822547823,59.5034595034595
"34013017800",3176,761,2006,23.9609571788413,63.1612090680101
"34013017900",3577,831,2212,23.2317584568074,61.839530332681
"34013018000",5808,1363,3498,23.4676308539945,60.2272727272727
"34013018100",2121,574,1293,27.0627062706271,60.961810466761
"34013018200",4170,988,2530,23.6930455635492,60.6714628297362
"34013018300",4919,1455,3127,29.5791827607237,63.5698312665176
"34013018400",2074,536,1134,25.8437801350048,54.6769527483124
"34013018600",4080,1208,2525,29.6078431372549,61.8872549019608
"34013018700",4784,579,3088,12.1028428093645,64.5484949832776
"34013018800",4433,791,2764,17.8434468757049,62.3505526731333
"34013018900",3885,1067,2533,27.4646074646075,65.1994851994852
"34013019000",4267,1222,2372,28.6383876259667,55.5894070775721
"34013019100",4034,940,2548,23.3019335647001,63.1631135349529
"34013019200",4542,541,3667,11.9110523998239,80.7353588727433
"34013019300",3591,491,2707,13.6730715678084,75.3829016986912
"34013019400",3012,1007,1616,33.4329349269588,53.6520584329349
"34013019500",3888,1190,2326,30.6069958847737,59.8251028806584
"34013019600",5894,1614,3351,27.3837801153716,56.8544282321004
"34013019700",6355,1579,4187,24.846577498033,65.8851298190401
"34013019800",2843,952,1638,33.4857544846993,57.6151952163208
"34013019900",2604,832,1495,31.9508448540707,57.4116743471582
"34013020000",5856,1991,3108,33.9993169398907,53.0737704918033
"34013020100",4902,1626,2642,33.1701346389229,53.8963688290494
"34013020200",4928,1394,2886,28.2873376623377,58.5633116883117
"34013020300",4493,1461,2515,32.5172490540841,55.9759626085021
"34013020400",5346,1385,2987,25.9072203516648,55.8735503179948
"34013020500",7664,2096,4269,27.348643006263,55.7019832985386
"34013020600",4935,1395,2548,28.2674772036474,51.6312056737589
"34013020700",4254,1108,2425,26.0460742830277,57.005171603197
"34013020800",7499,1625,4328,21.6695559407921,57.714361914922
"34013020901",2205,588,1171,26.6666666666667,53.1065759637188
"34013020902",5849,1166,3179,19.9350316293383,54.3511711403659
"34013021000",5176,1083,3126,20.9234930448223,60.3941267387944
"34013021100",4506,928,2494,20.5947625388371,55.3484243231247
"34013021200",3731,968,2128,25.9447869203967,57.0356472795497
"34013021300",6017,1043,3407,17.3342197108193,56.6229017782948
"34013021400",6514,1177,3695,18.0687749462696,56.7239791218913
"34013021601",7400,1542,4171,20.8378378378378,56.3648648648649
"34013021602",6621,1749,3659,26.4159492523788,55.2635553541761
"34013021701",3621,732,2368,20.2154101077051,65.3962993648163
"34013021702",4350,589,2959,13.5402298850575,68.0229885057471
"34013021801",2730,574,1650,21.025641025641,60.4395604395604
"34013021802",3500,628,1710,17.9428571428571,48.8571428571429
"34013021803",4613,1025,2894,22.2198135703447,62.7357468025146
"34013022700",2700,792,1470,29.3333333333333,54.4444444444444
"34013022800",2187,634,1104,28.989483310471,50.480109739369
"34013022900",4313,485,3600,11.2450730350104,83.4685833526548
"34013023000",2725,790,1554,28.9908256880734,57.0275229357798
"34013023100",2579,759,1622,29.4300116324157,62.8925940286933
"34013023200",2991,1111,1653,37.1447676362421,55.2657973921765
"34013980100",2619,0,2509,0,95.7999236349752
"34013980200",1466,0,1456,0,99.3178717598909
"34015500100",4185,1026,2648,24.5161290322581,63.273596176822
"34015500201",2427,432,1619,17.7997527812114,66.7078697981047
"34015500202",4339,990,2683,22.8163171237612,61.8345240838903
"34015500203",4362,807,2822,18.5006877579092,64.6950939935809
"34015500204",6532,1551,3985,23.7446417636252,61.0073484384568
"34015500205",3554,572,1987,16.0945413618458,55.908835115363
"34015500300",2983,664,1918,22.2594703318807,64.2976868923902
"34015500400",5937,988,4120,16.6414013811689,69.3953175004211
"34015500500",4839,1054,2827,21.7813597850796,58.4211613969828
"34015500600",10396,2921,6031,28.0973451327434,58.0126971912274
"34015500701",7775,1722,4786,22.1479099678457,61.556270096463
"34015500702",5907,1450,3688,24.5471474521754,62.4343998645675
"34015500703",1310,241,858,18.3969465648855,65.4961832061069
"34015500800",2225,552,1343,24.8089887640449,60.3595505617977
"34015500900",2993,616,1893,20.5813564984965,63.2475776812563
"34015501001",2114,517,1353,24.4560075685903,64.0018921475875
"34015501002",4315,960,2547,22.2479721900348,59.026651216686
"34015501003",3500,775,2345,22.1428571428571,67
"34015501101",3985,577,2381,14.4792973651192,59.7490589711418
"34015501102",6856,1250,4575,18.2322053675613,66.7298716452742
"34015501103",5156,1167,3325,22.633824670287,64.4879751745539
"34015501104",3187,611,2008,19.1716347662378,63.0059617194854
"34015501105",2994,573,1943,19.1382765531062,64.8964595858383
"34015501106",3882,884,2285,22.7717671303452,58.8614116434827
"34015501107",4394,843,2909,19.1852526172053,66.2039144287665
"34015501201",6309,1473,4076,23.3475986685687,64.6061182437787
"34015501202",4767,1085,2908,22.7606461086637,61.0027270820222
"34015501203",3183,558,1854,17.5306314797361,58.2469368520264
"34015501204",3706,779,2203,21.0199676200756,59.4441446303292
"34015501205",2753,613,1818,22.2666182346531,66.0370504903741
"34015501206",3821,621,2284,16.252289976446,59.7749280293117
"34015501208",4034,584,2453,14.4769459593456,60.8081308874566
"34015501209",7032,1677,4221,23.8481228668942,60.0255972696246
"34015501210",3531,853,2211,24.1574624752195,62.6168224299065
"34015501212",3760,820,2474,21.8085106382979,65.7978723404255
"34015501213",4913,1127,3050,22.9391410543456,62.0801953999593
"34015501301",3527,736,2240,20.8675928551177,63.5100652112277
"34015501302",2753,573,1853,20.8136578278242,67.3083908463494
"34015501303",2550,520,1430,20.3921568627451,56.078431372549
"34015501402",3406,592,2444,17.3810921902525,71.7557251908397
"34015501403",3837,743,2328,19.3640865259317,60.6724003127443
"34015501404",3197,174,2917,5.4426024397873,91.2417891773538
"34015501405",4474,1108,2898,24.7653106839517,64.774251229325
"34015501406",4666,1002,3047,21.4744963566224,65.3021860265752
"34015501500",8545,1782,5427,20.8543007606788,63.5108250438853
"34015501603",6046,1141,3227,18.8719814753556,53.3741316572941
"34015501604",7441,2014,4433,27.0662545356807,59.5753258970568
"34015501605",4413,905,2580,20.5075912077952,58.4636301835486
"34015501606",7362,1667,4731,22.6433034501494,64.2624286878566
"34015501608",5343,1326,3306,24.8175182481752,61.8753509264458
"34015501609",6127,1740,3893,28.3988901583157,63.5384364289212
"34015501701",5203,973,3595,18.7007495675572,69.0947530270998
"34015501702",2511,457,1631,18.199920350458,64.9542015133413
"34015501703",4193,899,2731,21.44049606487,65.1323634629144
"34015501704",4598,1097,2837,23.8581992170509,61.7007394519356
"34015501800",1572,350,968,22.264631043257,61.5776081424936
"34015501900",4120,759,2751,18.4223300970874,66.7718446601942
"34015502001",6041,2027,3576,33.5540473431551,59.1954974341996
"34015502002",6889,1790,4189,25.9834518798084,60.8070837567136
"34015502100",3167,918,1885,28.986422481844,59.5200505209978
"34015502200",12381,3666,7439,29.6098861158226,60.0839996769243
"34015502300",2585,739,1582,28.5880077369439,61.1992263056093
"34015502400",5949,1491,3938,25.0630358043369,66.1959993276181
"34017000100",6278,1441,3919,22.9531697992991,62.4243389614527
"34017000200",5279,1302,3362,24.6637620761508,63.6863042242849
"34017000300",4259,795,3230,18.6663536041324,75.8393989199343
"34017000400",3689,939,2338,25.4540525887774,63.3776091081594
"34017000500",4422,1178,2775,26.6395296246043,62.7544097693351
"34017000600",5770,1155,4033,20.0173310225303,69.896013864818
"34017000700",3097,681,2093,21.9890216338392,67.5815305134001
"34017000800",3570,575,2721,16.1064425770308,76.218487394958
"34017000902",6087,867,4310,14.2434696895022,70.8066370954493
"34017001000",1964,373,1340,18.9918533604888,68.2281059063136
"34017001100",5371,1145,3674,21.3181902811395,68.4043939676038
"34017001201",2175,474,1485,21.7931034482759,68.2758620689655
"34017001202",1357,188,1016,13.8540899042004,74.8710390567428
"34017001300",2896,620,2043,21.4088397790055,70.5455801104972
"34017001400",4172,841,2830,20.1581975071908,67.8331735378715
"34017001701",4381,1194,2958,27.2540515863958,67.5188313170509
"34017001800",3885,918,2708,23.6293436293436,69.7039897039897
"34017001900",1481,142,1139,9.58811613774477,76.9074949358541
"34017002000",3739,546,2789,14.6028349826157,74.5921369350093
"34017002200",1681,231,1290,13.7418203450327,76.7400356930399
"34017002300",2414,250,2003,10.3562551781276,82.9743164871582
"34017002400",2622,424,2047,16.1708619374523,78.0701754385965
"34017002700",5670,1548,3525,27.3015873015873,62.1693121693122
"34017002800",5647,1038,3831,18.3814414733487,67.8413316805383
"34017002900",3816,661,2817,17.3218029350105,73.8207547169811
"34017003000",2855,463,1962,16.2171628721541,68.7215411558669
"34017003100",5236,941,3716,17.9717341482047,70.9702062643239
"34017003500",1918,320,1392,16.6840458811262,72.5755995828989
"34017004000",5510,898,3769,16.2976406533575,68.4029038112523
"34017004101",7592,2389,4459,31.4673340358272,58.7328767123288
"34017004102",3321,645,2360,19.4218608852755,71.0629328515507
"34017004200",5602,1798,3486,32.0956801142449,62.2277757943592
"34017004300",2389,473,1720,19.7990791125994,71.9966513185433
"34017004400",2635,845,1498,32.0683111954459,56.8500948766603
"34017004500",4084,896,2656,21.9392752203722,65.0342801175318
"34017004600",2496,669,1634,26.8028846153846,65.4647435897436
"34017004700",2777,523,2080,18.8332733165286,74.9009722722362
"34017004800",3790,826,2513,21.7941952506596,66.3060686015831
"34017004900",3879,808,2535,20.8301108533127,65.3518948182521
"34017005200",4482,1173,2619,26.1713520749665,58.433734939759
"34017005300",3130,966,1830,30.8626198083067,58.4664536741214
"34017005400",7079,1951,4425,27.5603898855771,62.5088289306399
"34017005500",2870,844,1679,29.4076655052265,58.5017421602787
"34017005600",4186,1073,2695,25.6330625895843,64.38127090301
"34017005801",5564,1590,3065,28.5765636232926,55.0862688713156
"34017005802",1649,407,1109,24.6816252274106,67.2528805336568
"34017005900",7561,1503,4844,19.8783229731517,64.0655997883878
"34017006000",4005,979,2659,24.4444444444444,66.3920099875156
"34017006100",7258,1556,4537,21.4384127858914,62.510333425186
"34017006200",3784,959,2275,25.3435517970402,60.1215644820296
"34017006300",4499,985,2889,21.8937541675928,64.2142698377417
"34017006400",2835,325,2214,11.4638447971781,78.0952380952381
"34017006500",2086,464,1482,22.2435282837967,71.0450623202301
"34017006600",1617,353,1020,21.830550401979,63.0797773654917
"34017006700",3166,1039,1798,32.8174352495262,56.7909033480733
"34017006800",3892,1002,2595,25.7451181911614,66.6752312435766
"34017006900",72,21,51,29.1666666666667,70.8333333333333
"34017007000",4417,509,3348,11.5236585918044,75.7980529771338
"34017007100",3313,595,2250,17.9595532749774,67.9142770902505
"34017007200",2444,401,1644,16.4075286415712,67.2667757774141
"34017007300",2384,260,2097,10.9060402684564,87.9614093959731
"34017007400",5052,709,4136,14.034045922407,81.8685669041964
"34017007500",6041,948,4276,15.6927660983281,70.7829829498427
"34017007600",7676,769,6723,10.0182386659719,87.5846795205836
"34017007700",9154,929,8015,10.1485689316146,87.5573519772777
"34017007800",1724,210,1193,12.1809744779582,69.199535962877
"34017010100",6927,2052,4181,29.623213512343,60.3580193445936
"34017010200",2970,473,2106,15.9259259259259,70.9090909090909
"34017010300",3085,859,1744,27.8444084278768,56.5316045380875
"34017010400",4341,908,2833,20.9168394379175,65.261460492974
"34017010500",5384,942,3298,17.4962852897474,61.2555720653789
"34017010600",7222,1921,4054,26.5992799778455,56.1340348933813
"34017010700",3663,982,2363,26.8086268086268,64.5099645099645
"34017010800",3565,751,2307,21.0659186535764,64.7124824684432
"34017010900",2149,402,1377,18.7063750581666,64.0763145649139
"34017011000",2012,441,1222,21.9184890656064,60.7355864811133
"34017011100",4526,1211,2813,26.7565178965974,62.1520106053911
"34017011200",6334,1577,4033,24.8973792232397,63.6722450268393
"34017011300",2614,569,1783,21.7674062739097,68.2096403978577
"34017011400",3572,823,2193,23.040313549832,61.3941769316909
"34017011500",2968,592,1862,19.9460916442049,62.7358490566038
"34017011600",3968,850,2540,21.4213709677419,64.0120967741936
"34017012300",2466,485,1562,19.6674776966748,63.3414436334144
"34017012400",2994,505,2006,16.8670674682699,67.000668002672
"34017012500",4019,755,2692,18.7857676038816,66.981836277681
"34017012600",3711,793,2454,21.3689032605767,66.127728375101
"34017012700",6393,1025,4638,16.0331612701392,72.5480994838104
"34017012800",4420,1147,2624,25.9502262443439,59.3665158371041
"34017012900",4000,1027,2429,25.675,60.725
"34017013000",3929,1055,2534,26.851616187325,64.4947823873759
"34017013100",2229,658,1304,29.5199641094661,58.5015702108569
"34017013200",4286,929,2859,21.6752216518899,66.7055529631358
"34017013300",3120,468,2262,15,72.5
"34017013400",2665,630,1774,23.6397748592871,66.5666041275797
"34017013500",5079,1250,3401,24.6111439259697,66.9620003937783
"34017013600",2225,573,1404,25.752808988764,63.1011235955056
