GEOID,totpop18,pop18_017,pop18_1864,pop18_017P,pop18_1864P
"34003054200",4595,963,2879,20.9575625680087,62.6550598476605
"34003054300",6594,2045,3408,31.013042159539,51.6833484986351
"34003054400",7750,1606,5114,20.7225806451613,65.9870967741935
"34003054500",4822,1327,2873,27.5197013687267,59.5810866860224
"34003054600",8442,1773,4852,21.002132196162,57.4745321013978
"34003055100",6792,2060,3733,30.3297997644287,54.9617196702002
"34003055200",7895,2569,4372,32.5395820139329,55.3768207726409
"34003056100",4966,1306,2982,26.2988320579944,60.0483286347161
"34003056200",4982,1135,2817,22.7820152549177,56.5435568044962
"34003057101",4458,818,3108,18.3490354419022,69.7173620457604
"34003057102",3666,465,2336,12.684124386252,63.7206764866339
"34003057200",3456,750,2361,21.7013888888889,68.3159722222222
"34003058100",3806,805,2103,21.1508145034157,55.2548607461902
"34003058200",5437,1209,3157,22.2365274967813,58.0651094353504
"34003059100",5361,988,3446,18.4293975004663,64.2790524155941
"34003059200",5784,1470,3119,25.4149377593361,53.9246196403873
"34003060000",8630,1698,5698,19.675550405562,66.0254924681344
"34003061100",4553,1165,2532,25.5875247089831,55.6116846035581
"34003061200",3315,885,1872,26.6968325791855,56.4705882352941
"34003061300",3918,881,1927,22.4859622256253,49.1832567636549
"34003061400",5261,1365,3106,25.9456377114617,59.0382056643224
"34005700102",2606,525,1660,20.1458173445894,63.6991557943208
"34005700103",2808,400,1975,14.2450142450142,70.3347578347578
"34005700104",1809,407,1138,22.4986180210061,62.9076838032062
"34005700200",2704,570,1672,21.0798816568047,61.8343195266272
"34005700303",3652,636,2320,17.4151150054765,63.526834611172
"34005700304",2574,578,1609,22.4553224553225,62.5097125097125
"34005700305",5035,891,3027,17.6961271102284,60.1191658391261
"34005700306",2489,529,1501,21.2535154680595,60.3053435114504
"34005700307",2743,576,1715,20.9989063069632,62.5227852716004
"34005700401",1963,371,1205,18.8996434029547,61.3856342333164
"34005700402",3289,523,2170,15.9014898145333,65.9775007601095
"34005700403",4506,816,2815,18.1091877496671,62.4722592099423
"34005700405",1866,386,1184,20.6859592711683,63.4512325830654
"34005700407",5029,1129,3303,22.4497912109763,65.679061443627
"34005700408",2076,281,1528,13.5356454720617,73.6030828516378
"34005700501",5417,1192,3285,22.0047997046336,60.6424220047997
"34005700502",2042,491,1161,24.0450538687561,56.8560235063663
"34005700503",3559,925,2105,25.9904467547064,59.1458274796291
"34005700504",3030,697,1782,23.003300330033,58.8118811881188
"34005700505",6388,1668,3628,26.111458985598,56.7939887288666
"34005700602",5786,1287,3833,22.2433460076046,66.2461113031455
"34005700603",5996,1196,4091,19.9466310873916,68.2288192128085
"34005700605",4849,1177,2910,24.2730459888637,60.0123736852959
"34005700701",3253,496,2212,15.2474638794959,67.9987703658162
"34005700702",2482,609,1617,24.5366639806608,65.1490733279613
"34005700703",2149,495,1399,23.0339692880409,65.1000465332713
"34005700800",4485,750,2798,16.7224080267559,62.3857302118172
"34005700900",2348,517,1531,22.0187393526405,65.2044293015332
"34005701001",5188,1021,3279,19.6800308404009,63.2035466461064
"34005701002",3543,663,2270,18.7129551227773,64.0699971775332
"34005701102",5597,1325,3411,23.6733964623906,60.9433625156334
"34005701103",6269,1633,3994,26.0488116126974,63.7103206252991
"34005701104",4599,968,3076,21.0480539247663,66.8841052402696
"34005701105",6122,1410,3685,23.031688990526,60.1927474681477
"34005701201",3104,667,2033,21.4884020618557,65.4961340206186
"34005701203",2087,513,1242,24.5807379012937,59.5112601820795
"34005701204",2470,690,1289,27.9352226720648,52.1862348178138
"34005701205",2153,316,1454,14.6771946121691,67.5336739433349
"34005701301",4423,877,2802,19.8281709247117,63.3506669681212
"34005701302",2812,598,1894,21.2660028449502,67.3541963015647
"34005701303",5354,1129,3180,21.0870377288009,59.3948449757191
"34005701401",6393,1145,4028,17.9102142968872,63.0064132645081
"34005701402",2145,129,703,6.01398601398601,32.7738927738928
"34005701502",4055,711,2664,17.5339087546239,65.6966707768187
"34005701700",3840,661,2522,17.2135416666667,65.6770833333333
"34005702101",4366,1829,2537,41.8918918918919,58.1081081081081
"34005702203",3580,650,2232,18.1564245810056,62.3463687150838
"34005702204",2319,408,1555,17.5937904269081,67.0547649849073
"34005702206",2055,460,1315,22.3844282238443,63.9902676399027
"34005702207",3096,681,1780,21.9961240310078,57.4935400516796
"34005702208",6608,1437,4275,21.7463680387409,64.6943099273608
"34005702209",3158,800,2038,25.3324889170361,64.5345155161495
"34005702210",4486,1087,2773,24.2309407044137,61.8145341061079
"34005702300",1416,270,867,19.0677966101695,61.228813559322
"34005702400",3298,834,2012,25.2880533656762,61.0066707095209
"34005702500",5954,1401,4008,23.5303997312731,67.3160900235136
"34005702601",4576,839,3053,18.3347902097902,66.7176573426573
"34005702603",2490,569,1689,22.85140562249,67.8313253012048
"34005702700",8703,2051,5646,23.5665862346317,64.8741813167873
"34005702801",2082,433,1288,20.7973102785783,61.8635926993276
"34005702802",3352,650,2021,19.3914081145585,60.2923627684964
"34005702803",3718,820,2223,22.0548682087144,59.7902097902098
"34005702804",2539,398,1648,15.6754627806223,64.9074438755415
"34005702805",3967,901,2432,22.7123771111671,61.3057726241492
"34005702806",3261,649,2162,19.901870591843,66.2986813860779
"34005702807",3401,725,2115,21.3172596295207,62.1875918847398
"34005702808",3383,660,2173,19.5093112621933,64.2329293526456
"34005702809",2141,525,1297,24.521251751518,60.5791686127978
"34005702810",1295,214,782,16.5250965250965,60.3861003861004
"34005702811",2406,388,1474,16.1263507896924,61.2635078969244
"34005702905",4125,866,2589,20.9939393939394,62.7636363636364
"34005702906",2040,438,1170,21.4705882352941,57.3529411764706
"34005702907",2629,520,1271,19.7793837961202,48.3453784709015
"34005702908",4170,717,1853,17.1942446043165,44.4364508393285
"34005702909",6418,1442,4084,22.468058585229,63.6335306949205
"34005702910",5101,1070,3392,20.9762791609488,66.4967653401294
"34005702913",4977,852,3206,17.1187462326703,64.4163150492264
"34005702914",4236,1048,2572,24.7403210576015,60.7176581680831
"34005702915",4257,873,2902,20.507399577167,68.1700728212356
"34005702917",1830,331,1186,18.0874316939891,64.8087431693989
"34005702918",1735,362,1187,20.864553314121,68.4149855907781
"34005703000",6048,1304,3791,21.5608465608466,62.6818783068783
"34005703102",2661,616,1638,23.1491920330703,61.5558060879369
"34005703103",4662,1177,2948,25.2466752466752,63.2346632346632
"34005703104",4964,1071,3031,21.5753424657534,61.0596293311845
"34005703201",3725,763,2394,20.4832214765101,64.2684563758389
"34005703202",2632,571,1583,21.6945288753799,60.144376899696
"34005703203",3844,97,1187,2.52341311134235,30.8792924037461
"34005703600",6868,1529,4112,22.2626674432149,59.8718695398952
"34005703700",6415,1824,3864,28.4333593141076,60.2338269680436
"34005703801",6818,1441,3783,21.1352302728073,55.4854796127897
"34005703802",4501,874,2797,19.4179071317485,62.1417462786048
"34005703803",4963,1149,2707,23.1513197662704,54.543622808785
"34005703804",7011,1907,3944,27.2001141064042,56.2544572814149
"34005703900",4031,933,2398,23.1456214338874,59.4889605556934
"34005704004",3691,576,2688,15.6055269574641,72.8257924681658
"34005704005",3942,762,2356,19.3302891933029,59.7666159309995
"34005704006",2063,358,1365,17.3533688802715,66.1657779932138
"34005704007",3636,665,1963,18.2893289328933,53.987898789879
"34005704008",5084,937,3170,18.4303697875688,62.3524783634933
"34005704009",4503,951,3027,21.1192538307795,67.2218520986009
"34005704011",3113,739,1930,23.7391583681336,61.9980725987793
"34005704012",5681,1374,3698,24.1858827671185,65.0941735609928
"34005704013",5085,1250,3188,24.5821042281219,62.6941986234022
"34005704014",8395,2025,4710,24.1215008933889,56.1048243001787
"34005704200",8768,2072,5615,23.6313868613139,64.0396897810219
"34005704302",5718,1648,3472,28.821266176985,60.7205316544246
"34005704500",3799,737,2424,19.399842063701,63.806264806528
"34005704600",2507,492,1731,19.6250498603909,69.0466693258875
"34005704700",3761,764,2438,20.3137463440574,64.8231853230524
"34005704801",3258,981,2158,30.1104972375691,66.2369551872314
"34005704802",5287,280,4821,5.29600907887271,91.1859277473047
"34005981802",1798,143,1655,7.95328142380423,92.0467185761958
"34005982111",880,173,707,19.6590909090909,80.3409090909091
"34007600200",1933,442,1265,22.8660113812726,65.4423176409726
"34007600400",2904,1198,1430,41.2534435261708,49.2424242424242
"34007600700",1497,553,851,36.9405477621911,56.8470273881096
"34007600800",5270,1424,3155,27.0208728652751,59.8671726755218
"34007600900",4064,1553,2155,38.2135826771654,53.0265748031496
"34007601000",6503,2213,3976,34.0304474857758,61.1410118406889
"34007601101",3283,1008,2067,30.7036247334755,62.960706670728
"34007601102",5707,1938,3210,33.9582968284563,56.2467145610654
"34007601200",6291,1657,4007,26.3392147512319,63.6941662692736
"34007601300",4305,1291,2535,29.9883855981417,58.8850174216028
"34007601400",4623,1393,2690,30.1319489508977,58.1873242483236
"34007601500",4932,1293,3070,26.2165450121654,62.2465531224655
"34007601600",2649,1055,1383,39.8263495658739,52.2083805209513
"34007601700",3146,1417,1381,45.0413223140496,43.8970120788303
"34007601800",1206,245,820,20.3150912106136,67.9933665008292
"34007601900",2727,771,1688,28.2728272827283,61.8995232856619
"34007602000",6478,2334,3806,36.0296387774004,58.7527014510651
"34007602503",2417,530,1499,21.9280099296649,62.0190318576748
"34007602601",2669,580,1702,21.7309853877857,63.7692019482952
"34007602602",2947,724,1826,24.5673566338649,61.9613165931456
"34007602901",4413,745,2615,16.8819397235441,59.2567414457285
"34007602902",3304,939,2012,28.4200968523002,60.8958837772397
"34007603001",3901,842,2582,21.5842091771341,66.1881568828505
"34007603002",4515,1252,2737,27.7297895902547,60.6201550387597
"34007603100",3726,869,2211,23.3225979602791,59.3397745571659
"34007603200",6721,1222,4247,18.1818181818182,63.1900014878738
"34007603301",5498,1178,3466,21.4259730811204,63.0411058566752
"34007603302",6379,1513,3813,23.7184511678947,59.7742592882897
"34007603303",2837,528,1280,18.6112090236165,45.1180824814945
"34007603400",7313,1676,4312,22.918091070696,58.9634896759196
"34007603501",6245,1497,3668,23.9711769415532,58.7349879903923
"34007603503",4558,1099,2503,24.1114523913997,54.9144361562089
"34007603504",2633,688,1428,26.1298898594759,54.2347132548424
"34007603505",3482,816,2189,23.4348075818495,62.8661688684664
"34007603506",6126,1253,3631,20.4538034606595,59.2719555990859
"34007603507",6720,1350,4027,20.0892857142857,59.9255952380952
"34007603601",3558,608,2047,17.088251826869,57.5323215289488
"34007603602",2557,607,1562,23.7387563551036,61.0872115760657
"34007603603",2340,553,1381,23.6324786324786,59.017094017094
"34007603700",3892,928,2531,23.8437821171634,65.0308324768756
"34007603800",5132,1289,3175,25.1169134840218,61.8667186282151
"34007603901",5146,860,2996,16.7120093276331,58.2199766809172
"34007603902",2779,470,1690,16.9125584742713,60.8132421734437
"34007604100",2915,976,1742,33.4819897084048,59.7598627787307
"34007604200",3199,623,2021,19.4748358862144,63.1759924976555
"34007604300",3821,691,2451,18.0842711332112,64.1455116461659
"34007604400",3386,738,2088,21.7956290608387,61.6656822209096
"34007604600",2013,383,1396,19.0263288623944,69.3492300049677
"34007604700",1941,359,1327,18.4956208140134,68.3668212261721
"34007605100",2115,411,1384,19.4326241134752,65.4373522458629
"34007605200",2857,759,1748,26.5663283164158,61.1830591529577
"34007605300",2023,421,1426,20.8106772120613,70.489372219476
"34007605400",2610,497,1682,19.0421455938697,64.4444444444444
"34007605602",2799,387,1927,13.8263665594855,68.8460164344409
"34007605700",3425,730,2205,21.3138686131387,64.3795620437956
"34007605800",2749,559,1645,20.3346671516915,59.8399417970171
"34007605900",2749,599,1659,21.7897417242634,60.3492178974172
"34007606000",1993,403,1112,20.2207727044656,55.7952834922228
"34007606100",2275,702,1275,30.8571428571429,56.043956043956
"34007606200",3729,1023,2036,27.4336283185841,54.5990882274068
"34007606300",2334,596,1307,25.5355612682091,55.9982862039417
"34007606400",3034,866,1613,28.5431773236651,53.1641397495056
"34007606500",2897,522,1676,18.0186399723852,57.852951328961
"34007606600",2328,432,1515,18.5567010309278,65.0773195876289
"34007606700",4413,890,2887,20.1676863811466,65.4203489689554
"34007606800",3854,807,2459,20.9392838609237,63.8038401660612
"34007607000",4480,947,2814,21.1383928571429,62.8125
"34007607100",3914,826,2540,21.1037301992846,64.8952478283086
"34007607200",4414,993,2760,22.4966017217943,62.5283189850476
"34007607300",4289,807,2939,18.8155747260434,68.524131499184
"34007607401",2680,306,1840,11.4179104477612,68.6567164179104
"34007607402",2727,492,1887,18.041804180418,69.1969196919692
"34007607502",5642,948,2653,16.8025522864233,47.0223325062035
"34007607503",6509,1431,3897,21.9849439237978,59.870947918267
"34007607504",3621,1041,2074,28.7489643744822,57.2769953051643
"34007607505",4415,966,2705,21.8799546998867,61.2684031710079
"34007607506",3470,671,2452,19.3371757925072,70.6628242074928
"34007607507",5560,861,3582,15.4856115107914,64.4244604316547
"34007607600",2223,490,1323,22.0422852001799,59.5141700404858
"34007607701",6124,1423,4076,23.2364467668191,66.5578053559765
"34007607702",3806,841,2207,22.0966894377299,57.9873883342091
"34007607801",5024,1249,3015,24.8606687898089,60.0119426751592
"34007607802",2400,453,1687,18.875,70.2916666666667
"34007607900",1907,379,1235,19.8741478762454,64.7614053487153
"34007608001",3358,624,2361,18.5824895771292,70.3097081596188
"34007608202",3876,888,2358,22.9102167182663,60.8359133126935
"34007608205",3996,794,2458,19.8698698698699,61.5115115115115
"34007608206",3537,819,2096,23.1552162849873,59.2592592592593
"34007608209",3343,757,1959,22.6443314388274,58.6000598265031
"34007608210",3956,934,2787,23.6097067745197,70.4499494438827
"34007608211",5848,1189,3798,20.3317373461012,64.9452804377565
"34007608302",4468,647,3034,14.4807520143241,67.905102954342
"34007608303",2696,545,1802,20.2151335311573,66.839762611276
"34007608304",6152,966,4133,15.702210663199,67.1814044213264
"34007608401",4077,852,2783,20.8977189109639,68.2609762079961
"34007608402",3955,947,2363,23.9443742098609,59.7471554993679
"34007608403",7326,1897,4938,25.8940758940759,67.4037674037674
